datum,gewest,jaar,periode,renovatie_gebouwen_maand,renovatie_gebouwen_trend
2015-03-01,Waals Gewest,2015,3,886.0,721.0
2015-04-01,Waals Gewest,2015,4,854.0,770.2
2015-05-01,Waals Gewest,2015,5,802.0,792.0
2015-06-01,Waals Gewest,2015,6,1107.0,912.2
2015-07-01,Waals Gewest,2015,7,793.0,889.0
2015-08-01,Waals Gewest,2015,8,857.0,889.8
2015-09-01,Waals Gewest,2015,9,867.0,906.0
2015-10-01,Waals Gewest,2015,10,727.0,811.0
2015-11-01,Waals Gewest,2015,11,810.0,815.2
2015-12-01,Waals Gewest,2015,12,810.0,803.5
2016-01-01,Waals Gewest,2016,1,684.0,757.8
2016-02-01,Waals Gewest,2016,2,722.0,756.5
2016-03-01,Waals Gewest,2016,3,846.0,765.5
2016-04-01,Waals Gewest,2016,4,863.0,778.8
2016-05-01,Waals Gewest,2016,5,854.0,821.2
2016-06-01,Waals Gewest,2016,6,952.0,878.8
2016-07-01,Waals Gewest,2016,7,696.0,841.2
2016-08-01,Waals Gewest,2016,8,840.0,835.5
2016-09-01,Waals Gewest,2016,9,804.0,823.0
2016-10-01,Waals Gewest,2016,10,778.0,779.5
2016-11-01,Waals Gewest,2016,11,791.0,803.2
2016-12-01,Waals Gewest,2016,12,812.0,796.2
2017-01-01,Waals Gewest,2017,1,855.0,809.0
2017-02-01,Waals Gewest,2017,2,734.0,798.0
2017-03-01,Waals Gewest,2017,3,775.0,794.0
2017-04-01,Waals Gewest,2017,4,761.0,781.2
2017-05-01,Waals Gewest,2017,5,866.0,784.0
2017-06-01,Waals Gewest,2017,6,904.0,826.5
2017-07-01,Waals Gewest,2017,7,792.0,830.8
2017-08-01,Waals Gewest,2017,8,782.0,836.0
2017-09-01,Waals Gewest,2017,9,773.0,812.8
2017-10-01,Waals Gewest,2017,10,781.0,782.0
2017-11-01,Waals Gewest,2017,11,740.0,769.0
2017-12-01,Waals Gewest,2017,12,747.0,760.2
2018-01-01,Waals Gewest,2018,1,797.0,766.2
2018-02-01,Waals Gewest,2018,2,715.0,749.8
2018-03-01,Waals Gewest,2018,3,883.0,785.5
2018-04-01,Waals Gewest,2018,4,841.0,809.0
2018-05-01,Waals Gewest,2018,5,798.0,809.2
2018-06-01,Waals Gewest,2018,6,905.0,856.8
2018-07-01,Waals Gewest,2018,7,852.0,849.0
2018-08-01,Waals Gewest,2018,8,660.0,803.8
2018-09-01,Waals Gewest,2018,9,732.0,787.2
2018-10-01,Waals Gewest,2018,10,746.0,747.5
2018-11-01,Waals Gewest,2018,11,833.0,742.8
2018-12-01,Waals Gewest,2018,12,631.0,735.5
2019-01-01,Waals Gewest,2019,1,761.0,742.8
2019-02-01,Waals Gewest,2019,2,637.0,715.5
2019-03-01,Waals Gewest,2019,3,752.0,695.2
2019-04-01,Waals Gewest,2019,4,821.0,742.8
2019-05-01,Waals Gewest,2019,5,823.0,758.2
2019-06-01,Waals Gewest,2019,6,733.0,782.2
2019-07-01,Waals Gewest,2019,7,850.0,806.8
2019-08-01,Waals Gewest,2019,8,691.0,774.2
2019-09-01,Waals Gewest,2019,9,654.0,732.0
2019-10-01,Waals Gewest,2019,10,719.0,728.5
2019-11-01,Waals Gewest,2019,11,781.0,711.2
2019-12-01,Waals Gewest,2019,12,675.0,707.2
2020-01-01,Waals Gewest,2020,1,803.0,744.5
2020-02-01,Waals Gewest,2020,2,684.0,735.8
2020-03-01,Waals Gewest,2020,3,760.0,730.5
2020-04-01,Waals Gewest,2020,4,521.0,692.0
2020-05-01,Waals Gewest,2020,5,477.0,610.5
2020-06-01,Waals Gewest,2020,6,833.0,647.8
2020-07-01,Waals Gewest,2020,7,785.0,654.0
2020-08-01,Waals Gewest,2020,8,763.0,714.5
2020-09-01,Waals Gewest,2020,9,831.0,803.0
2020-10-01,Waals Gewest,2020,10,820.0,799.8
2020-11-01,Waals Gewest,2020,11,713.0,781.8
2020-12-01,Waals Gewest,2020,12,756.0,780.0
2021-01-01,Waals Gewest,2021,1,777.0,766.5
2021-02-01,Waals Gewest,2021,2,726.0,743.0
2021-03-01,Waals Gewest,2021,3,984.0,810.8
2021-04-01,Waals Gewest,2021,4,870.0,839.2
2021-05-01,Waals Gewest,2021,5,902.0,870.5
2021-06-01,Waals Gewest,2021,6,1024.0,945.0
2021-07-01,Waals Gewest,2021,7,951.0,936.8
2021-08-01,Waals Gewest,2021,8,845.0,930.5
2021-09-01,Waals Gewest,2021,9,911.0,932.8
2021-10-01,Waals Gewest,2021,10,918.0,906.2
2021-11-01,Waals Gewest,2021,11,749.0,855.8
2021-12-01,Waals Gewest,2021,12,793.0,842.8
2022-01-01,Waals Gewest,2022,1,765.0,806.2
2022-02-01,Waals Gewest,2022,2,674.0,745.2
2022-03-01,Waals Gewest,2022,3,860.0,773.0
2022-04-01,Waals Gewest,2022,4,741.0,760.0
2022-05-01,Waals Gewest,2022,5,884.0,789.8
2022-06-01,Waals Gewest,2022,6,761.0,811.5
2022-07-01,Waals Gewest,2022,7,680.0,766.5
2022-08-01,Waals Gewest,2022,8,657.0,745.5
2022-09-01,Waals Gewest,2022,9,732.0,707.5
2022-10-01,Waals Gewest,2022,10,719.0,697.0
2022-11-01,Waals Gewest,2022,11,650.0,689.5
2022-12-01,Waals Gewest,2022,12,705.0,701.5
2023-01-01,Waals Gewest,2023,1,686.0,690.0
2023-02-01,Waals Gewest,2023,2,583.0,656.0
2023-03-01,Waals Gewest,2023,3,711.0,671.2
2023-04-01,Waals Gewest,2023,4,637.0,654.2
2023-05-01,Waals Gewest,2023,5,696.0,656.8
2023-06-01,Waals Gewest,2023,6,721.0,691.2
2023-07-01,Waals Gewest,2023,7,644.0,674.5
2023-08-01,Waals Gewest,2023,8,593.0,663.5
2023-09-01,Waals Gewest,2023,9,732.0,672.5
2023-10-01,Waals Gewest,2023,10,583.0,638.0
2023-11-01,Waals Gewest,2023,11,606.0,628.5
2023-12-01,Waals Gewest,2023,12,535.0,614.0
2024-01-01,Waals Gewest,2024,1,662.0,596.5
2024-02-01,Waals Gewest,2024,2,598.0,600.2
2024-03-01,Waals Gewest,2024,3,634.0,607.2
2024-04-01,Waals Gewest,2024,4,650.0,636.0
2024-05-01,Waals Gewest,2024,5,614.0,624.0
2024-06-01,Waals Gewest,2024,6,608.0,626.5
2024-07-01,Waals Gewest,2024,7,609.0,620.2
2024-08-01,Waals Gewest,2024,8,543.0,593.5
2024-09-01,Waals Gewest,2024,9,684.0,611.0
2024-10-01,Waals Gewest,2024,10,658.0,623.5
2024-11-01,Waals Gewest,2024,11,590.0,618.8
2024-12-01,Waals Gewest,2024,12,518.0,612.5
2025-01-01,Waals Gewest,2025,1,652.0,604.5
2025-02-01,Waals Gewest,2025,2,515.0,568.8
2025-03-01,Waals Gewest,2025,3,620.0,576.2
2025-04-01,Waals Gewest,2025,4,593.0,595.0
2025-05-01,Waals Gewest,2025,5,607.0,583.8
1996-01-01,Brussels Hoofdstedelijk Gewest,1996,1,59.0,59.0
1996-02-01,Brussels Hoofdstedelijk Gewest,1996,2,63.0,61.0
1996-03-01,Brussels Hoofdstedelijk Gewest,1996,3,87.0,69.7
1996-04-01,Brussels Hoofdstedelijk Gewest,1996,4,59.0,67.0
1996-05-01,Brussels Hoofdstedelijk Gewest,1996,5,57.0,66.5
1996-06-01,Brussels Hoofdstedelijk Gewest,1996,6,95.0,74.5
1996-07-01,Brussels Hoofdstedelijk Gewest,1996,7,85.0,74.0
1996-08-01,Brussels Hoofdstedelijk Gewest,1996,8,107.0,86.0
1996-09-01,Brussels Hoofdstedelijk Gewest,1996,9,91.0,94.5
1996-10-01,Brussels Hoofdstedelijk Gewest,1996,10,86.0,92.2
1996-11-01,Brussels Hoofdstedelijk Gewest,1996,11,92.0,94.0
1996-12-01,Brussels Hoofdstedelijk Gewest,1996,12,79.0,87.0
1997-01-01,Brussels Hoofdstedelijk Gewest,1997,1,59.0,79.0
1997-02-01,Brussels Hoofdstedelijk Gewest,1997,2,80.0,77.5
1997-03-01,Brussels Hoofdstedelijk Gewest,1997,3,75.0,73.2
1997-04-01,Brussels Hoofdstedelijk Gewest,1997,4,88.0,75.5
1997-05-01,Brussels Hoofdstedelijk Gewest,1997,5,74.0,79.2
1997-06-01,Brussels Hoofdstedelijk Gewest,1997,6,104.0,85.2
1997-07-01,Brussels Hoofdstedelijk Gewest,1997,7,98.0,91.0
1997-08-01,Brussels Hoofdstedelijk Gewest,1997,8,127.0,100.8
1997-09-01,Brussels Hoofdstedelijk Gewest,1997,9,121.0,112.5
1997-10-01,Brussels Hoofdstedelijk Gewest,1997,10,92.0,109.5
1997-11-01,Brussels Hoofdstedelijk Gewest,1997,11,74.0,103.5
1997-12-01,Brussels Hoofdstedelijk Gewest,1997,12,74.0,90.2
1998-01-01,Brussels Hoofdstedelijk Gewest,1998,1,90.0,82.5
1998-02-01,Brussels Hoofdstedelijk Gewest,1998,2,62.0,75.0
1998-03-01,Brussels Hoofdstedelijk Gewest,1998,3,114.0,85.0
1998-04-01,Brussels Hoofdstedelijk Gewest,1998,4,68.0,83.5
1998-05-01,Brussels Hoofdstedelijk Gewest,1998,5,76.0,80.0
1998-06-01,Brussels Hoofdstedelijk Gewest,1998,6,131.0,97.2
1998-07-01,Brussels Hoofdstedelijk Gewest,1998,7,53.0,82.0
1998-08-01,Brussels Hoofdstedelijk Gewest,1998,8,120.0,95.0
1998-09-01,Brussels Hoofdstedelijk Gewest,1998,9,86.0,97.5
1998-10-01,Brussels Hoofdstedelijk Gewest,1998,10,70.0,82.2
1998-11-01,Brussels Hoofdstedelijk Gewest,1998,11,82.0,89.5
1998-12-01,Brussels Hoofdstedelijk Gewest,1998,12,76.0,78.5
1999-01-01,Brussels Hoofdstedelijk Gewest,1999,1,95.0,80.8
1999-02-01,Brussels Hoofdstedelijk Gewest,1999,2,85.0,84.5
1999-03-01,Brussels Hoofdstedelijk Gewest,1999,3,86.0,85.5
1999-04-01,Brussels Hoofdstedelijk Gewest,1999,4,75.0,85.2
1999-05-01,Brussels Hoofdstedelijk Gewest,1999,5,83.0,82.2
1999-06-01,Brussels Hoofdstedelijk Gewest,1999,6,81.0,81.2
1999-07-01,Brussels Hoofdstedelijk Gewest,1999,7,78.0,79.2
1999-08-01,Brussels Hoofdstedelijk Gewest,1999,8,118.0,90.0
1999-09-01,Brussels Hoofdstedelijk Gewest,1999,9,78.0,88.8
1999-10-01,Brussels Hoofdstedelijk Gewest,1999,10,81.0,88.8
1999-11-01,Brussels Hoofdstedelijk Gewest,1999,11,72.0,87.2
1999-12-01,Brussels Hoofdstedelijk Gewest,1999,12,67.0,74.5
2000-01-01,Brussels Hoofdstedelijk Gewest,2000,1,89.0,77.2
2000-02-01,Brussels Hoofdstedelijk Gewest,2000,2,101.0,82.2
2000-03-01,Brussels Hoofdstedelijk Gewest,2000,3,93.0,87.5
2000-04-01,Brussels Hoofdstedelijk Gewest,2000,4,87.0,92.5
2000-05-01,Brussels Hoofdstedelijk Gewest,2000,5,82.0,90.8
2000-06-01,Brussels Hoofdstedelijk Gewest,2000,6,86.0,87.0
2000-07-01,Brussels Hoofdstedelijk Gewest,2000,7,71.0,81.5
2000-08-01,Brussels Hoofdstedelijk Gewest,2000,8,98.0,84.2
2000-09-01,Brussels Hoofdstedelijk Gewest,2000,9,66.0,80.2
2000-10-01,Brussels Hoofdstedelijk Gewest,2000,10,85.0,80.0
2000-11-01,Brussels Hoofdstedelijk Gewest,2000,11,99.0,87.0
2000-12-01,Brussels Hoofdstedelijk Gewest,2000,12,74.0,81.0
2001-01-01,Brussels Hoofdstedelijk Gewest,2001,1,82.0,85.0
2001-02-01,Brussels Hoofdstedelijk Gewest,2001,2,72.0,81.8
2001-03-01,Brussels Hoofdstedelijk Gewest,2001,3,77.0,76.2
2001-04-01,Brussels Hoofdstedelijk Gewest,2001,4,71.0,75.5
2001-05-01,Brussels Hoofdstedelijk Gewest,2001,5,91.0,77.8
2001-06-01,Brussels Hoofdstedelijk Gewest,2001,6,93.0,83.0
2001-07-01,Brussels Hoofdstedelijk Gewest,2001,7,77.0,83.0
2001-08-01,Brussels Hoofdstedelijk Gewest,2001,8,56.0,79.2
2001-09-01,Brussels Hoofdstedelijk Gewest,2001,9,76.0,75.5
2001-10-01,Brussels Hoofdstedelijk Gewest,2001,10,65.0,68.5
2001-11-01,Brussels Hoofdstedelijk Gewest,2001,11,59.0,64.0
2001-12-01,Brussels Hoofdstedelijk Gewest,2001,12,48.0,62.0
2002-01-01,Brussels Hoofdstedelijk Gewest,2002,1,65.0,59.2
2002-02-01,Brussels Hoofdstedelijk Gewest,2002,2,62.0,58.5
2002-03-01,Brussels Hoofdstedelijk Gewest,2002,3,64.0,59.8
2002-04-01,Brussels Hoofdstedelijk Gewest,2002,4,73.0,66.0
2002-05-01,Brussels Hoofdstedelijk Gewest,2002,5,65.0,66.0
2002-06-01,Brussels Hoofdstedelijk Gewest,2002,6,57.0,64.8
2002-07-01,Brussels Hoofdstedelijk Gewest,2002,7,58.0,63.2
2002-08-01,Brussels Hoofdstedelijk Gewest,2002,8,83.0,65.8
2002-09-01,Brussels Hoofdstedelijk Gewest,2002,9,56.0,63.5
2002-10-01,Brussels Hoofdstedelijk Gewest,2002,10,40.0,59.2
2002-11-01,Brussels Hoofdstedelijk Gewest,2002,11,51.0,57.5
2002-12-01,Brussels Hoofdstedelijk Gewest,2002,12,59.0,51.5
2003-01-01,Brussels Hoofdstedelijk Gewest,2003,1,54.0,51.0
2003-02-01,Brussels Hoofdstedelijk Gewest,2003,2,51.0,53.8
2003-03-01,Brussels Hoofdstedelijk Gewest,2003,3,61.0,56.2
2003-04-01,Brussels Hoofdstedelijk Gewest,2003,4,72.0,59.5
2003-05-01,Brussels Hoofdstedelijk Gewest,2003,5,67.0,62.8
2003-06-01,Brussels Hoofdstedelijk Gewest,2003,6,66.0,66.5
2003-07-01,Brussels Hoofdstedelijk Gewest,2003,7,79.0,71.0
2003-08-01,Brussels Hoofdstedelijk Gewest,2003,8,98.0,77.5
2003-09-01,Brussels Hoofdstedelijk Gewest,2003,9,119.0,90.5
2003-10-01,Brussels Hoofdstedelijk Gewest,2003,10,79.0,93.8
2003-11-01,Brussels Hoofdstedelijk Gewest,2003,11,67.0,90.8
2003-12-01,Brussels Hoofdstedelijk Gewest,2003,12,103.0,92.0
2004-01-01,Brussels Hoofdstedelijk Gewest,2004,1,104.0,88.2
2004-02-01,Brussels Hoofdstedelijk Gewest,2004,2,73.0,86.8
2004-03-01,Brussels Hoofdstedelijk Gewest,2004,3,121.0,100.2
2004-04-01,Brussels Hoofdstedelijk Gewest,2004,4,89.0,96.8
2004-05-01,Brussels Hoofdstedelijk Gewest,2004,5,92.0,93.8
2004-06-01,Brussels Hoofdstedelijk Gewest,2004,6,120.0,105.5
2004-07-01,Brussels Hoofdstedelijk Gewest,2004,7,93.0,98.5
2004-08-01,Brussels Hoofdstedelijk Gewest,2004,8,148.0,113.2
2004-09-01,Brussels Hoofdstedelijk Gewest,2004,9,104.0,116.2
2004-10-01,Brussels Hoofdstedelijk Gewest,2004,10,75.0,105.0
2004-11-01,Brussels Hoofdstedelijk Gewest,2004,11,98.0,106.2
2004-12-01,Brussels Hoofdstedelijk Gewest,2004,12,94.0,92.8
2005-01-01,Brussels Hoofdstedelijk Gewest,2005,1,116.0,95.8
2005-02-01,Brussels Hoofdstedelijk Gewest,2005,2,93.0,100.2
2005-03-01,Brussels Hoofdstedelijk Gewest,2005,3,119.0,105.5
2005-04-01,Brussels Hoofdstedelijk Gewest,2005,4,85.0,103.2
2005-05-01,Brussels Hoofdstedelijk Gewest,2005,5,127.0,106.0
2005-06-01,Brussels Hoofdstedelijk Gewest,2005,6,85.0,104.0
2005-07-01,Brussels Hoofdstedelijk Gewest,2005,7,85.0,95.5
2005-08-01,Brussels Hoofdstedelijk Gewest,2005,8,141.0,109.5
2005-09-01,Brussels Hoofdstedelijk Gewest,2005,9,124.0,108.8
2005-10-01,Brussels Hoofdstedelijk Gewest,2005,10,104.0,113.5
2005-11-01,Brussels Hoofdstedelijk Gewest,2005,11,108.0,119.2
2005-12-01,Brussels Hoofdstedelijk Gewest,2005,12,106.0,110.5
2006-01-01,Brussels Hoofdstedelijk Gewest,2006,1,118.0,109.0
2006-02-01,Brussels Hoofdstedelijk Gewest,2006,2,91.0,105.8
2006-03-01,Brussels Hoofdstedelijk Gewest,2006,3,109.0,106.0
2006-04-01,Brussels Hoofdstedelijk Gewest,2006,4,130.0,112.0
2006-05-01,Brussels Hoofdstedelijk Gewest,2006,5,132.0,115.5
2006-06-01,Brussels Hoofdstedelijk Gewest,2006,6,133.0,126.0
2006-07-01,Brussels Hoofdstedelijk Gewest,2006,7,99.0,123.5
2006-08-01,Brussels Hoofdstedelijk Gewest,2006,8,134.0,124.5
2006-09-01,Brussels Hoofdstedelijk Gewest,2006,9,139.0,126.2
2006-10-01,Brussels Hoofdstedelijk Gewest,2006,10,120.0,123.0
2006-11-01,Brussels Hoofdstedelijk Gewest,2006,11,94.0,121.8
2006-12-01,Brussels Hoofdstedelijk Gewest,2006,12,79.0,108.0
2007-01-01,Brussels Hoofdstedelijk Gewest,2007,1,138.0,107.8
2007-02-01,Brussels Hoofdstedelijk Gewest,2007,2,92.0,100.8
2007-03-01,Brussels Hoofdstedelijk Gewest,2007,3,110.0,104.8
2007-04-01,Brussels Hoofdstedelijk Gewest,2007,4,86.0,106.5
2007-05-01,Brussels Hoofdstedelijk Gewest,2007,5,111.0,99.8
2007-06-01,Brussels Hoofdstedelijk Gewest,2007,6,103.0,102.5
2007-07-01,Brussels Hoofdstedelijk Gewest,2007,7,102.0,100.5
2007-08-01,Brussels Hoofdstedelijk Gewest,2007,8,77.0,98.2
2007-09-01,Brussels Hoofdstedelijk Gewest,2007,9,123.0,101.2
2007-10-01,Brussels Hoofdstedelijk Gewest,2007,10,92.0,98.5
2007-11-01,Brussels Hoofdstedelijk Gewest,2007,11,87.0,94.8
2007-12-01,Brussels Hoofdstedelijk Gewest,2007,12,90.0,98.0
2008-01-01,Brussels Hoofdstedelijk Gewest,2008,1,114.0,95.8
2008-02-01,Brussels Hoofdstedelijk Gewest,2008,2,102.0,98.2
2008-03-01,Brussels Hoofdstedelijk Gewest,2008,3,102.0,102.0
2008-04-01,Brussels Hoofdstedelijk Gewest,2008,4,143.0,115.2
2008-05-01,Brussels Hoofdstedelijk Gewest,2008,5,125.0,118.0
2008-06-01,Brussels Hoofdstedelijk Gewest,2008,6,119.0,122.2
2008-07-01,Brussels Hoofdstedelijk Gewest,2008,7,96.0,120.8
2008-08-01,Brussels Hoofdstedelijk Gewest,2008,8,119.0,114.8
2008-09-01,Brussels Hoofdstedelijk Gewest,2008,9,131.0,116.2
2008-10-01,Brussels Hoofdstedelijk Gewest,2008,10,84.0,107.5
2008-11-01,Brussels Hoofdstedelijk Gewest,2008,11,86.0,105.0
2008-12-01,Brussels Hoofdstedelijk Gewest,2008,12,114.0,103.8
2009-01-01,Brussels Hoofdstedelijk Gewest,2009,1,85.0,92.2
2009-02-01,Brussels Hoofdstedelijk Gewest,2009,2,119.0,101.0
2009-03-01,Brussels Hoofdstedelijk Gewest,2009,3,132.0,112.5
2009-04-01,Brussels Hoofdstedelijk Gewest,2009,4,125.0,115.2
2009-05-01,Brussels Hoofdstedelijk Gewest,2009,5,113.0,122.2
2009-06-01,Brussels Hoofdstedelijk Gewest,2009,6,116.0,121.5
2009-07-01,Brussels Hoofdstedelijk Gewest,2009,7,119.0,118.2
2009-08-01,Brussels Hoofdstedelijk Gewest,2009,8,66.0,103.5
2009-09-01,Brussels Hoofdstedelijk Gewest,2009,9,184.0,121.2
2009-10-01,Brussels Hoofdstedelijk Gewest,2009,10,96.0,116.2
2009-11-01,Brussels Hoofdstedelijk Gewest,2009,11,117.0,115.8
2009-12-01,Brussels Hoofdstedelijk Gewest,2009,12,134.0,132.8
2010-01-01,Brussels Hoofdstedelijk Gewest,2010,1,112.0,114.8
2010-02-01,Brussels Hoofdstedelijk Gewest,2010,2,117.0,120.0
2010-03-01,Brussels Hoofdstedelijk Gewest,2010,3,157.0,130.0
2010-04-01,Brussels Hoofdstedelijk Gewest,2010,4,104.0,122.5
2010-05-01,Brussels Hoofdstedelijk Gewest,2010,5,121.0,124.8
2010-06-01,Brussels Hoofdstedelijk Gewest,2010,6,145.0,131.8
2010-07-01,Brussels Hoofdstedelijk Gewest,2010,7,80.0,112.5
2010-08-01,Brussels Hoofdstedelijk Gewest,2010,8,124.0,117.5
2010-09-01,Brussels Hoofdstedelijk Gewest,2010,9,144.0,123.2
2010-10-01,Brussels Hoofdstedelijk Gewest,2010,10,122.0,117.5
2010-11-01,Brussels Hoofdstedelijk Gewest,2010,11,109.0,124.8
2010-12-01,Brussels Hoofdstedelijk Gewest,2010,12,125.0,125.0
2011-01-01,Brussels Hoofdstedelijk Gewest,2011,1,124.0,120.0
2011-02-01,Brussels Hoofdstedelijk Gewest,2011,2,164.0,130.5
2011-03-01,Brussels Hoofdstedelijk Gewest,2011,3,175.0,147.0
2011-04-01,Brussels Hoofdstedelijk Gewest,2011,4,160.0,155.8
2011-05-01,Brussels Hoofdstedelijk Gewest,2011,5,167.0,166.5
2011-06-01,Brussels Hoofdstedelijk Gewest,2011,6,134.0,159.0
2011-07-01,Brussels Hoofdstedelijk Gewest,2011,7,121.0,145.5
2011-08-01,Brussels Hoofdstedelijk Gewest,2011,8,135.0,139.2
2011-09-01,Brussels Hoofdstedelijk Gewest,2011,9,172.0,140.5
2011-10-01,Brussels Hoofdstedelijk Gewest,2011,10,117.0,136.2
2011-11-01,Brussels Hoofdstedelijk Gewest,2011,11,106.0,132.5
2011-12-01,Brussels Hoofdstedelijk Gewest,2011,12,131.0,131.5
2012-01-01,Brussels Hoofdstedelijk Gewest,2012,1,123.0,119.2
2012-02-01,Brussels Hoofdstedelijk Gewest,2012,2,136.0,124.0
2012-03-01,Brussels Hoofdstedelijk Gewest,2012,3,132.0,130.5
2012-04-01,Brussels Hoofdstedelijk Gewest,2012,4,133.0,131.0
2012-05-01,Brussels Hoofdstedelijk Gewest,2012,5,141.0,135.5
2012-06-01,Brussels Hoofdstedelijk Gewest,2012,6,112.0,129.5
2012-07-01,Brussels Hoofdstedelijk Gewest,2012,7,143.0,132.2
2012-08-01,Brussels Hoofdstedelijk Gewest,2012,8,169.0,141.2
2012-09-01,Brussels Hoofdstedelijk Gewest,2012,9,137.0,140.2
2012-10-01,Brussels Hoofdstedelijk Gewest,2012,10,124.0,143.2
2012-11-01,Brussels Hoofdstedelijk Gewest,2012,11,95.0,131.2
2012-12-01,Brussels Hoofdstedelijk Gewest,2012,12,116.0,118.0
2013-01-01,Brussels Hoofdstedelijk Gewest,2013,1,108.0,110.8
2013-02-01,Brussels Hoofdstedelijk Gewest,2013,2,139.0,114.5
2013-03-01,Brussels Hoofdstedelijk Gewest,2013,3,152.0,128.8
2013-04-01,Brussels Hoofdstedelijk Gewest,2013,4,155.0,138.5
2013-05-01,Brussels Hoofdstedelijk Gewest,2013,5,142.0,147.0
2013-06-01,Brussels Hoofdstedelijk Gewest,2013,6,137.0,146.5
2013-07-01,Brussels Hoofdstedelijk Gewest,2013,7,140.0,143.5
2013-08-01,Brussels Hoofdstedelijk Gewest,2013,8,140.0,139.8
2013-09-01,Brussels Hoofdstedelijk Gewest,2013,9,188.0,151.2
2013-10-01,Brussels Hoofdstedelijk Gewest,2013,10,203.0,167.8
2013-11-01,Brussels Hoofdstedelijk Gewest,2013,11,166.0,174.2
2013-12-01,Brussels Hoofdstedelijk Gewest,2013,12,178.0,183.8
2014-01-01,Brussels Hoofdstedelijk Gewest,2014,1,131.0,169.5
2014-02-01,Brussels Hoofdstedelijk Gewest,2014,2,176.0,162.8
2014-03-01,Brussels Hoofdstedelijk Gewest,2014,3,156.0,160.2
2014-04-01,Brussels Hoofdstedelijk Gewest,2014,4,168.0,157.8
2014-05-01,Brussels Hoofdstedelijk Gewest,2014,5,160.0,165.0
2014-06-01,Brussels Hoofdstedelijk Gewest,2014,6,150.0,158.5
2014-07-01,Brussels Hoofdstedelijk Gewest,2014,7,206.0,171.0
2014-08-01,Brussels Hoofdstedelijk Gewest,2014,8,89.0,151.2
2014-09-01,Brussels Hoofdstedelijk Gewest,2014,9,134.0,144.8
2014-10-01,Brussels Hoofdstedelijk Gewest,2014,10,137.0,141.5
2014-11-01,Brussels Hoofdstedelijk Gewest,2014,11,118.0,119.5
2014-12-01,Brussels Hoofdstedelijk Gewest,2014,12,160.0,137.2
2015-01-01,Brussels Hoofdstedelijk Gewest,2015,1,157.0,143.0
2015-02-01,Brussels Hoofdstedelijk Gewest,2015,2,128.0,140.8
2015-03-01,Brussels Hoofdstedelijk Gewest,2015,3,177.0,155.5
2015-04-01,Brussels Hoofdstedelijk Gewest,2015,4,168.0,157.5
2015-05-01,Brussels Hoofdstedelijk Gewest,2015,5,125.0,149.5
2015-06-01,Brussels Hoofdstedelijk Gewest,2015,6,137.0,151.8
2015-07-01,Brussels Hoofdstedelijk Gewest,2015,7,160.0,147.5
2015-08-01,Brussels Hoofdstedelijk Gewest,2015,8,119.0,135.2
2015-09-01,Brussels Hoofdstedelijk Gewest,2015,9,155.0,142.8
2015-10-01,Brussels Hoofdstedelijk Gewest,2015,10,144.0,144.5
2015-11-01,Brussels Hoofdstedelijk Gewest,2015,11,143.0,140.2
2015-12-01,Brussels Hoofdstedelijk Gewest,2015,12,156.0,149.5
2016-01-01,Brussels Hoofdstedelijk Gewest,2016,1,151.0,148.5
2016-02-01,Brussels Hoofdstedelijk Gewest,2016,2,156.0,151.5
2016-03-01,Brussels Hoofdstedelijk Gewest,2016,3,154.0,154.2
2016-04-01,Brussels Hoofdstedelijk Gewest,2016,4,175.0,159.0
2016-05-01,Brussels Hoofdstedelijk Gewest,2016,5,161.0,161.5
2016-06-01,Brussels Hoofdstedelijk Gewest,2016,6,170.0,165.0
2016-07-01,Brussels Hoofdstedelijk Gewest,2016,7,160.0,166.5
2016-08-01,Brussels Hoofdstedelijk Gewest,2016,8,125.0,154.0
2016-09-01,Brussels Hoofdstedelijk Gewest,2016,9,110.0,141.2
2016-10-01,Brussels Hoofdstedelijk Gewest,2016,10,150.0,136.2
2016-11-01,Brussels Hoofdstedelijk Gewest,2016,11,153.0,134.5
2016-12-01,Brussels Hoofdstedelijk Gewest,2016,12,142.0,138.8
2017-01-01,Brussels Hoofdstedelijk Gewest,2017,1,149.0,148.5
2017-02-01,Brussels Hoofdstedelijk Gewest,2017,2,151.0,148.8
2017-03-01,Brussels Hoofdstedelijk Gewest,2017,3,186.0,157.0
2017-04-01,Brussels Hoofdstedelijk Gewest,2017,4,128.0,153.5
2017-05-01,Brussels Hoofdstedelijk Gewest,2017,5,155.0,155.0
2017-06-01,Brussels Hoofdstedelijk Gewest,2017,6,166.0,158.8
2017-07-01,Brussels Hoofdstedelijk Gewest,2017,7,173.0,155.5
2017-08-01,Brussels Hoofdstedelijk Gewest,2017,8,122.0,154.0
2017-09-01,Brussels Hoofdstedelijk Gewest,2017,9,139.0,150.0
2017-10-01,Brussels Hoofdstedelijk Gewest,2017,10,142.0,144.0
2017-11-01,Brussels Hoofdstedelijk Gewest,2017,11,147.0,137.5
2017-12-01,Brussels Hoofdstedelijk Gewest,2017,12,132.0,140.0
2018-01-01,Brussels Hoofdstedelijk Gewest,2018,1,138.0,139.8
2018-02-01,Brussels Hoofdstedelijk Gewest,2018,2,139.0,139.0
2018-03-01,Brussels Hoofdstedelijk Gewest,2018,3,201.0,152.5
2018-04-01,Brussels Hoofdstedelijk Gewest,2018,4,136.0,153.5
2018-05-01,Brussels Hoofdstedelijk Gewest,2018,5,134.0,152.5
