datum,gewest,jaar,periode,renovatie_gebouwen_maand,renovatie_gebouwen_trend
2018-06-01,Brussels Hoofdstedelijk Gewest,2018,6,185.0,164.0
2018-07-01,Brussels Hoofdstedelijk Gewest,2018,7,162.0,154.2
2018-08-01,Brussels Hoofdstedelijk Gewest,2018,8,138.0,154.8
2018-09-01,Brussels Hoofdstedelijk Gewest,2018,9,137.0,155.5
2018-10-01,Brussels Hoofdstedelijk Gewest,2018,10,124.0,140.2
2018-11-01,Brussels Hoofdstedelijk Gewest,2018,11,150.0,137.2
2018-12-01,Brussels Hoofdstedelijk Gewest,2018,12,89.0,125.0
2019-01-01,Brussels Hoofdstedelijk Gewest,2019,1,137.0,125.0
2019-02-01,Brussels Hoofdstedelijk Gewest,2019,2,142.0,129.5
2019-03-01,Brussels Hoofdstedelijk Gewest,2019,3,146.0,128.5
2019-04-01,Brussels Hoofdstedelijk Gewest,2019,4,147.0,143.0
2019-05-01,Brussels Hoofdstedelijk Gewest,2019,5,147.0,145.5
2019-06-01,Brussels Hoofdstedelijk Gewest,2019,6,116.0,139.0
2019-07-01,Brussels Hoofdstedelijk Gewest,2019,7,181.0,147.8
2019-08-01,Brussels Hoofdstedelijk Gewest,2019,8,122.0,141.5
2019-09-01,Brussels Hoofdstedelijk Gewest,2019,9,108.0,131.8
2019-10-01,Brussels Hoofdstedelijk Gewest,2019,10,158.0,142.2
2019-11-01,Brussels Hoofdstedelijk Gewest,2019,11,143.0,132.8
2019-12-01,Brussels Hoofdstedelijk Gewest,2019,12,132.0,135.2
2020-01-01,Brussels Hoofdstedelijk Gewest,2020,1,186.0,154.8
2020-02-01,Brussels Hoofdstedelijk Gewest,2020,2,157.0,154.5
2020-03-01,Brussels Hoofdstedelijk Gewest,2020,3,178.0,163.2
2020-04-01,Brussels Hoofdstedelijk Gewest,2020,4,149.0,167.5
2020-05-01,Brussels Hoofdstedelijk Gewest,2020,5,89.0,143.2
2020-06-01,Brussels Hoofdstedelijk Gewest,2020,6,141.0,139.2
2020-07-01,Brussels Hoofdstedelijk Gewest,2020,7,110.0,122.2
2020-08-01,Brussels Hoofdstedelijk Gewest,2020,8,135.0,118.8
2020-09-01,Brussels Hoofdstedelijk Gewest,2020,9,152.0,134.5
2020-10-01,Brussels Hoofdstedelijk Gewest,2020,10,175.0,143.0
2020-11-01,Brussels Hoofdstedelijk Gewest,2020,11,111.0,143.2
2020-12-01,Brussels Hoofdstedelijk Gewest,2020,12,194.0,158.0
2021-01-01,Brussels Hoofdstedelijk Gewest,2021,1,166.0,161.5
2021-02-01,Brussels Hoofdstedelijk Gewest,2021,2,146.0,154.2
2021-03-01,Brussels Hoofdstedelijk Gewest,2021,3,183.0,172.2
2021-04-01,Brussels Hoofdstedelijk Gewest,2021,4,180.0,168.8
2021-05-01,Brussels Hoofdstedelijk Gewest,2021,5,146.0,163.8
2021-06-01,Brussels Hoofdstedelijk Gewest,2021,6,237.0,186.5
2021-07-01,Brussels Hoofdstedelijk Gewest,2021,7,206.0,192.2
2021-08-01,Brussels Hoofdstedelijk Gewest,2021,8,167.0,189.0
2021-09-01,Brussels Hoofdstedelijk Gewest,2021,9,163.0,193.2
2021-10-01,Brussels Hoofdstedelijk Gewest,2021,10,179.0,178.8
2021-11-01,Brussels Hoofdstedelijk Gewest,2021,11,177.0,171.5
2021-12-01,Brussels Hoofdstedelijk Gewest,2021,12,176.0,173.8
2022-01-01,Brussels Hoofdstedelijk Gewest,2022,1,185.0,179.2
2022-02-01,Brussels Hoofdstedelijk Gewest,2022,2,187.0,181.2
2022-03-01,Brussels Hoofdstedelijk Gewest,2022,3,182.0,182.5
2022-04-01,Brussels Hoofdstedelijk Gewest,2022,4,180.0,183.5
2022-05-01,Brussels Hoofdstedelijk Gewest,2022,5,188.0,184.2
2022-06-01,Brussels Hoofdstedelijk Gewest,2022,6,196.0,186.5
2022-07-01,Brussels Hoofdstedelijk Gewest,2022,7,169.0,183.2
2022-08-01,Brussels Hoofdstedelijk Gewest,2022,8,140.0,173.2
2022-09-01,Brussels Hoofdstedelijk Gewest,2022,9,125.0,157.5
2022-10-01,Brussels Hoofdstedelijk Gewest,2022,10,174.0,152.0
2022-11-01,Brussels Hoofdstedelijk Gewest,2022,11,164.0,150.8
2022-12-01,Brussels Hoofdstedelijk Gewest,2022,12,171.0,158.5
2023-01-01,Brussels Hoofdstedelijk Gewest,2023,1,177.0,171.5
2023-02-01,Brussels Hoofdstedelijk Gewest,2023,2,162.0,168.5
2023-03-01,Brussels Hoofdstedelijk Gewest,2023,3,165.0,168.8
2023-04-01,Brussels Hoofdstedelijk Gewest,2023,4,146.0,162.5
2023-05-01,Brussels Hoofdstedelijk Gewest,2023,5,166.0,159.8
2023-06-01,Brussels Hoofdstedelijk Gewest,2023,6,184.0,165.2
2023-07-01,Brussels Hoofdstedelijk Gewest,2023,7,149.0,161.2
2023-08-01,Brussels Hoofdstedelijk Gewest,2023,8,133.0,158.0
2023-09-01,Brussels Hoofdstedelijk Gewest,2023,9,140.0,151.5
2023-10-01,Brussels Hoofdstedelijk Gewest,2023,10,152.0,143.5
2023-11-01,Brussels Hoofdstedelijk Gewest,2023,11,122.0,136.8
2023-12-01,Brussels Hoofdstedelijk Gewest,2023,12,113.0,131.8
2024-01-01,Brussels Hoofdstedelijk Gewest,2024,1,119.0,126.5
2024-02-01,Brussels Hoofdstedelijk Gewest,2024,2,142.0,124.0
2024-03-01,Brussels Hoofdstedelijk Gewest,2024,3,132.0,126.5
2024-04-01,Brussels Hoofdstedelijk Gewest,2024,4,124.0,129.2
2024-05-01,Brussels Hoofdstedelijk Gewest,2024,5,125.0,130.8
2024-06-01,Brussels Hoofdstedelijk Gewest,2024,6,109.0,122.5
2024-07-01,Brussels Hoofdstedelijk Gewest,2024,7,99.0,114.2
2024-08-01,Brussels Hoofdstedelijk Gewest,2024,8,96.0,107.2
2024-09-01,Brussels Hoofdstedelijk Gewest,2024,9,92.0,99.0
2024-10-01,Brussels Hoofdstedelijk Gewest,2024,10,98.0,96.2
2024-11-01,Brussels Hoofdstedelijk Gewest,2024,11,103.0,97.2
2024-12-01,Brussels Hoofdstedelijk Gewest,2024,12,112.0,101.2
2025-01-01,Brussels Hoofdstedelijk Gewest,2025,1,108.0,105.2
2025-02-01,Brussels Hoofdstedelijk Gewest,2025,2,110.0,108.2
2025-03-01,Brussels Hoofdstedelijk Gewest,2025,3,83.0,103.2
2025-04-01,Brussels Hoofdstedelijk Gewest,2025,4,108.0,102.2
2025-05-01,Brussels Hoofdstedelijk Gewest,2025,5,88.0,97.2
