datum,gewest,jaar,periode,aandeel_flats_maand,aandeel_flats_trend,appartementen_absoluut,woningen_totaal
2016-12-01,Brussels Hoofdstedelijk Gewest,2016,12,82.0,86.3,41.0,50.0
2017-01-01,Brussels Hoofdstedelijk Gewest,2017,1,96.5,87.4,355.0,368.0
2017-02-01,Brussels Hoofdstedelijk Gewest,2017,2,96.3,90.0,234.0,243.0
2017-03-01,Brussels Hoofdstedelijk Gewest,2017,3,98.3,90.3,346.0,352.0
2017-04-01,Brussels Hoofdstedelijk Gewest,2017,4,64.3,88.2,9.0,14.0
2017-05-01,Brussels Hoofdstedelijk Gewest,2017,5,89.8,88.9,44.0,49.0
2017-06-01,Brussels Hoofdstedelijk Gewest,2017,6,81.0,88.8,51.0,63.0
2017-07-01,Brussels Hoofdstedelijk Gewest,2017,7,85.7,88.5,60.0,70.0
2017-08-01,Brussels Hoofdstedelijk Gewest,2017,8,96.7,88.4,59.0,61.0
2017-09-01,Brussels Hoofdstedelijk Gewest,2017,9,96.6,89.5,115.0,119.0
2017-10-01,Brussels Hoofdstedelijk Gewest,2017,10,92.2,89.5,95.0,103.0
2017-11-01,Brussels Hoofdstedelijk Gewest,2017,11,88.6,89.0,194.0,219.0
2017-12-01,Brussels Hoofdstedelijk Gewest,2017,12,95.6,90.1,151.0,158.0
2018-01-01,Brussels Hoofdstedelijk Gewest,2018,1,86.7,89.3,52.0,60.0
2018-02-01,Brussels Hoofdstedelijk Gewest,2018,2,97.6,89.4,243.0,249.0
2018-03-01,Brussels Hoofdstedelijk Gewest,2018,3,97.8,89.4,175.0,179.0
2018-04-01,Brussels Hoofdstedelijk Gewest,2018,4,96.2,92.0,126.0,131.0
2018-05-01,Brussels Hoofdstedelijk Gewest,2018,5,97.7,92.7,84.0,86.0
2018-06-01,Brussels Hoofdstedelijk Gewest,2018,6,98.2,94.1,222.0,226.0
2018-07-01,Brussels Hoofdstedelijk Gewest,2018,7,92.9,94.7,91.0,98.0
2018-08-01,Brussels Hoofdstedelijk Gewest,2018,8,89.2,94.1,33.0,37.0
2018-09-01,Brussels Hoofdstedelijk Gewest,2018,9,96.8,94.1,120.0,124.0
2018-10-01,Brussels Hoofdstedelijk Gewest,2018,10,81.1,93.2,30.0,37.0
2018-11-01,Brussels Hoofdstedelijk Gewest,2018,11,94.5,93.7,121.0,128.0
2018-12-01,Brussels Hoofdstedelijk Gewest,2018,12,95.4,93.7,124.0,130.0
2019-01-01,Brussels Hoofdstedelijk Gewest,2019,1,96.3,94.5,208.0,216.0
2019-02-01,Brussels Hoofdstedelijk Gewest,2019,2,94.9,94.2,112.0,118.0
2019-03-01,Brussels Hoofdstedelijk Gewest,2019,3,86.6,93.3,58.0,67.0
2019-04-01,Brussels Hoofdstedelijk Gewest,2019,4,98.4,93.5,908.0,923.0
2019-05-01,Brussels Hoofdstedelijk Gewest,2019,5,55.6,90.0,5.0,9.0
2019-06-01,Brussels Hoofdstedelijk Gewest,2019,6,89.5,89.3,85.0,95.0
2019-07-01,Brussels Hoofdstedelijk Gewest,2019,7,93.9,89.4,93.0,99.0
2019-08-01,Brussels Hoofdstedelijk Gewest,2019,8,98.0,90.1,393.0,401.0
2019-09-01,Brussels Hoofdstedelijk Gewest,2019,9,99.1,90.3,345.0,348.0
2019-10-01,Brussels Hoofdstedelijk Gewest,2019,10,98.4,91.7,607.0,617.0
2019-11-01,Brussels Hoofdstedelijk Gewest,2019,11,97.6,92.0,249.0,255.0
2019-12-01,Brussels Hoofdstedelijk Gewest,2019,12,94.6,91.9,87.0,92.0
2020-01-01,Brussels Hoofdstedelijk Gewest,2020,1,90.3,91.4,65.0,72.0
2020-02-01,Brussels Hoofdstedelijk Gewest,2020,2,96.2,91.5,128.0,133.0
2020-03-01,Brussels Hoofdstedelijk Gewest,2020,3,89.9,91.8,330.0,367.0
2020-04-01,Brussels Hoofdstedelijk Gewest,2020,4,93.6,91.4,294.0,314.0
2020-05-01,Brussels Hoofdstedelijk Gewest,2020,5,93.2,94.5,68.0,73.0
2020-06-01,Brussels Hoofdstedelijk Gewest,2020,6,96.9,95.1,186.0,192.0
2020-07-01,Brussels Hoofdstedelijk Gewest,2020,7,94.4,95.2,118.0,125.0
2020-08-01,Brussels Hoofdstedelijk Gewest,2020,8,99.3,95.3,149.0,150.0
2020-09-01,Brussels Hoofdstedelijk Gewest,2020,9,72.1,93.0,31.0,43.0
2020-10-01,Brussels Hoofdstedelijk Gewest,2020,10,97.8,93.0,266.0,272.0
2020-11-01,Brussels Hoofdstedelijk Gewest,2020,11,94.0,92.7,47.0,50.0
2020-12-01,Brussels Hoofdstedelijk Gewest,2020,12,97.0,92.9,263.0,271.0
2021-01-01,Brussels Hoofdstedelijk Gewest,2021,1,99.3,93.6,596.0,600.0
2021-02-01,Brussels Hoofdstedelijk Gewest,2021,2,95.8,93.6,115.0,120.0
2021-03-01,Brussels Hoofdstedelijk Gewest,2021,3,96.8,94.2,418.0,432.0
2021-04-01,Brussels Hoofdstedelijk Gewest,2021,4,96.6,94.4,172.0,178.0
2021-05-01,Brussels Hoofdstedelijk Gewest,2021,5,97.3,94.8,364.0,374.0
2021-06-01,Brussels Hoofdstedelijk Gewest,2021,6,99.4,95.0,831.0,836.0
2021-07-01,Brussels Hoofdstedelijk Gewest,2021,7,98.1,95.3,870.0,887.0
2021-08-01,Brussels Hoofdstedelijk Gewest,2021,8,91.9,94.7,68.0,74.0
2021-09-01,Brussels Hoofdstedelijk Gewest,2021,9,85.7,95.8,30.0,35.0
2021-10-01,Brussels Hoofdstedelijk Gewest,2021,10,98.9,95.9,545.0,551.0
2021-11-01,Brussels Hoofdstedelijk Gewest,2021,11,98.4,96.3,180.0,183.0
2021-12-01,Brussels Hoofdstedelijk Gewest,2021,12,98.1,96.4,682.0,695.0
2022-01-01,Brussels Hoofdstedelijk Gewest,2022,1,86.5,95.3,211.0,244.0
2022-02-01,Brussels Hoofdstedelijk Gewest,2022,2,97.1,95.4,170.0,175.0
2022-03-01,Brussels Hoofdstedelijk Gewest,2022,3,92.9,95.1,302.0,325.0
2022-04-01,Brussels Hoofdstedelijk Gewest,2022,4,99.0,95.3,504.0,509.0
2022-05-01,Brussels Hoofdstedelijk Gewest,2022,5,81.4,94.0,70.0,86.0
2022-06-01,Brussels Hoofdstedelijk Gewest,2022,6,91.0,93.2,81.0,89.0
2022-07-01,Brussels Hoofdstedelijk Gewest,2022,7,98.8,93.3,343.0,347.0
2022-08-01,Brussels Hoofdstedelijk Gewest,2022,8,98.7,93.9,231.0,234.0
2022-09-01,Brussels Hoofdstedelijk Gewest,2022,9,98.1,94.9,412.0,420.0
2022-10-01,Brussels Hoofdstedelijk Gewest,2022,10,99.8,95.0,523.0,524.0
2022-11-01,Brussels Hoofdstedelijk Gewest,2022,11,98.2,95.0,436.0,444.0
2022-12-01,Brussels Hoofdstedelijk Gewest,2022,12,96.0,94.8,216.0,225.0
2023-01-01,Brussels Hoofdstedelijk Gewest,2023,1,98.5,95.8,324.0,329.0
2023-02-01,Brussels Hoofdstedelijk Gewest,2023,2,99.2,96.0,521.0,525.0
2023-03-01,Brussels Hoofdstedelijk Gewest,2023,3,93.8,96.0,255.0,272.0
2023-04-01,Brussels Hoofdstedelijk Gewest,2023,4,92.5,95.5,211.0,228.0
2023-05-01,Brussels Hoofdstedelijk Gewest,2023,5,95.7,96.7,132.0,138.0
2023-06-01,Brussels Hoofdstedelijk Gewest,2023,6,95.4,97.1,376.0,394.0
2023-07-01,Brussels Hoofdstedelijk Gewest,2023,7,96.7,96.9,435.0,450.0
2023-08-01,Brussels Hoofdstedelijk Gewest,2023,8,84.0,95.7,21.0,25.0
2023-09-01,Brussels Hoofdstedelijk Gewest,2023,9,94.4,95.4,186.0,197.0
2023-10-01,Brussels Hoofdstedelijk Gewest,2023,10,98.9,95.3,516.0,522.0
2023-11-01,Brussels Hoofdstedelijk Gewest,2023,11,92.9,94.8,13.0,14.0
2023-12-01,Brussels Hoofdstedelijk Gewest,2023,12,99.6,95.1,532.0,534.0
2024-01-01,Brussels Hoofdstedelijk Gewest,2024,1,97.9,95.1,232.0,237.0
2024-02-01,Brussels Hoofdstedelijk Gewest,2024,2,97.7,95.0,421.0,431.0
2024-03-01,Brussels Hoofdstedelijk Gewest,2024,3,96.4,95.2,270.0,280.0
2024-04-01,Brussels Hoofdstedelijk Gewest,2024,4,96.9,95.5,190.0,196.0
2024-05-01,Brussels Hoofdstedelijk Gewest,2024,5,0.0,87.6,0.0,4.0
2024-06-01,Brussels Hoofdstedelijk Gewest,2024,6,91.1,87.2,82.0,90.0
2024-07-01,Brussels Hoofdstedelijk Gewest,2024,7,99.3,87.4,134.0,135.0
2024-08-01,Brussels Hoofdstedelijk Gewest,2024,8,98.1,88.6,103.0,105.0
2024-09-01,Brussels Hoofdstedelijk Gewest,2024,9,91.4,88.4,53.0,58.0
2024-10-01,Brussels Hoofdstedelijk Gewest,2024,10,90.3,87.6,149.0,165.0
2024-11-01,Brussels Hoofdstedelijk Gewest,2024,11,100.0,88.2,15.0,15.0
2024-12-01,Brussels Hoofdstedelijk Gewest,2024,12,99.3,88.2,151.0,152.0
2025-01-01,Brussels Hoofdstedelijk Gewest,2025,1,96.9,88.1,186.0,192.0
2025-02-01,Brussels Hoofdstedelijk Gewest,2025,2,98.4,88.2,246.0,250.0
2025-03-01,Brussels Hoofdstedelijk Gewest,2025,3,80.0,86.8,8.0,10.0
2025-04-01,Brussels Hoofdstedelijk Gewest,2025,4,99.3,87.0,152.0,153.0
2025-05-01,Brussels Hoofdstedelijk Gewest,2025,5,99.2,95.3,353.0,356.0
