datum,gewest,jaar,periode,aandeel_flats_maand,aandeel_flats_trend,appartementen_absoluut,woningen_totaal
2020-07-01,Waals Gewest,2020,7,38.3,46.9,330.0,861.0
2020-08-01,Waals Gewest,2020,8,31.1,46.7,289.0,930.0
2020-09-01,Waals Gewest,2020,9,42.8,44.6,397.0,927.0
2020-10-01,Waals Gewest,2020,10,43.6,44.3,396.0,908.0
2020-11-01,Waals Gewest,2020,11,45.9,44.2,439.0,956.0
2020-12-01,Waals Gewest,2020,12,47.8,44.4,433.0,905.0
2021-01-01,Waals Gewest,2021,1,35.5,43.9,327.0,921.0
2021-02-01,Waals Gewest,2021,2,40.5,43.8,378.0,934.0
2021-03-01,Waals Gewest,2021,3,42.8,42.9,613.0,1433.0
2021-04-01,Waals Gewest,2021,4,41.4,41.9,468.0,1130.0
2021-05-01,Waals Gewest,2021,5,45.1,41.4,542.0,1203.0
2021-06-01,Waals Gewest,2021,6,43.9,41.6,512.0,1167.0
2021-07-01,Waals Gewest,2021,7,53.6,42.8,663.0,1236.0
2021-08-01,Waals Gewest,2021,8,30.4,42.8,248.0,816.0
2021-09-01,Waals Gewest,2021,9,44.9,42.9,466.0,1039.0
2021-10-01,Waals Gewest,2021,10,40.7,42.7,348.0,856.0
2021-11-01,Waals Gewest,2021,11,41.4,42.3,490.0,1184.0
2021-12-01,Waals Gewest,2021,12,50.9,42.6,573.0,1125.0
2022-01-01,Waals Gewest,2022,1,33.1,42.4,258.0,780.0
2022-02-01,Waals Gewest,2022,2,33.2,41.8,266.0,802.0
2022-03-01,Waals Gewest,2022,3,34.5,41.1,368.0,1068.0
2022-04-01,Waals Gewest,2022,4,30.9,40.2,263.0,852.0
2022-05-01,Waals Gewest,2022,5,45.4,40.2,534.0,1176.0
2022-06-01,Waals Gewest,2022,6,38.2,39.8,308.0,807.0
2022-07-01,Waals Gewest,2022,7,32.1,38.0,230.0,716.0
2022-08-01,Waals Gewest,2022,8,32.4,38.1,297.0,916.0
2022-09-01,Waals Gewest,2022,9,45.0,38.1,411.0,913.0
2022-10-01,Waals Gewest,2022,10,47.6,38.7,459.0,965.0
2022-11-01,Waals Gewest,2022,11,35.4,38.2,272.0,768.0
2022-12-01,Waals Gewest,2022,12,56.7,38.7,536.0,945.0
2023-01-01,Waals Gewest,2023,1,42.9,39.5,476.0,1110.0
2023-02-01,Waals Gewest,2023,2,49.4,40.9,400.0,809.0
2023-03-01,Waals Gewest,2023,3,40.8,41.4,395.0,969.0
2023-04-01,Waals Gewest,2023,4,41.5,42.3,299.0,720.0
2023-05-01,Waals Gewest,2023,5,56.5,43.2,591.0,1046.0
2023-06-01,Waals Gewest,2023,6,43.1,43.6,366.0,849.0
2023-07-01,Waals Gewest,2023,7,49.6,45.1,446.0,900.0
2023-08-01,Waals Gewest,2023,8,29.1,44.8,203.0,697.0
2023-09-01,Waals Gewest,2023,9,48.6,45.1,389.0,800.0
2023-10-01,Waals Gewest,2023,10,46.1,45.0,419.0,909.0
2023-11-01,Waals Gewest,2023,11,38.6,45.2,287.0,743.0
2023-12-01,Waals Gewest,2023,12,49.6,44.7,392.0,790.0
2024-01-01,Waals Gewest,2024,1,52.3,45.4,498.0,953.0
2024-02-01,Waals Gewest,2024,2,70.2,47.2,929.0,1324.0
2024-03-01,Waals Gewest,2024,3,50.4,48.0,389.0,772.0
2024-04-01,Waals Gewest,2024,4,54.1,49.0,455.0,841.0
2024-05-01,Waals Gewest,2024,5,43.5,47.9,317.0,729.0
2024-06-01,Waals Gewest,2024,6,50.6,48.6,437.0,864.0
2024-07-01,Waals Gewest,2024,7,52.0,48.8,496.0,953.0
2024-08-01,Waals Gewest,2024,8,45.8,50.1,379.0,828.0
2024-09-01,Waals Gewest,2024,9,46.6,50.0,341.0,732.0
2024-10-01,Waals Gewest,2024,10,41.9,49.6,292.0,697.0
2024-11-01,Waals Gewest,2024,11,47.1,50.3,385.0,817.0
2024-12-01,Waals Gewest,2024,12,46.8,50.1,298.0,637.0
2025-01-01,Waals Gewest,2025,1,39.5,49.0,275.0,697.0
2025-02-01,Waals Gewest,2025,2,41.3,46.6,229.0,555.0
2025-03-01,Waals Gewest,2025,3,39.8,45.8,229.0,575.0
2025-04-01,Waals Gewest,2025,4,54.1,45.8,437.0,808.0
2025-05-01,Waals Gewest,2025,5,40.4,45.5,209.0,517.0
1996-01-01,Brussels Hoofdstedelijk Gewest,1996,1,88.1,88.1,96.0,109.0
1996-02-01,Brussels Hoofdstedelijk Gewest,1996,2,83.3,85.7,15.0,18.0
1996-03-01,Brussels Hoofdstedelijk Gewest,1996,3,86.2,85.9,100.0,116.0
1996-04-01,Brussels Hoofdstedelijk Gewest,1996,4,88.0,86.4,88.0,100.0
1996-05-01,Brussels Hoofdstedelijk Gewest,1996,5,97.4,88.6,294.0,302.0
1996-06-01,Brussels Hoofdstedelijk Gewest,1996,6,88.8,88.6,158.0,178.0
1996-07-01,Brussels Hoofdstedelijk Gewest,1996,7,57.5,84.2,23.0,40.0
1996-08-01,Brussels Hoofdstedelijk Gewest,1996,8,92.2,85.2,119.0,129.0
1996-09-01,Brussels Hoofdstedelijk Gewest,1996,9,87.6,85.5,78.0,89.0
1996-10-01,Brussels Hoofdstedelijk Gewest,1996,10,80.0,84.9,60.0,75.0
1996-11-01,Brussels Hoofdstedelijk Gewest,1996,11,83.6,84.8,46.0,55.0
1996-12-01,Brussels Hoofdstedelijk Gewest,1996,12,93.9,85.5,154.0,164.0
1997-01-01,Brussels Hoofdstedelijk Gewest,1997,1,35.4,81.2,23.0,65.0
1997-02-01,Brussels Hoofdstedelijk Gewest,1997,2,91.1,81.8,113.0,124.0
1997-03-01,Brussels Hoofdstedelijk Gewest,1997,3,94.7,82.5,341.0,360.0
1997-04-01,Brussels Hoofdstedelijk Gewest,1997,4,76.4,81.5,42.0,55.0
1997-05-01,Brussels Hoofdstedelijk Gewest,1997,5,82.6,80.3,38.0,46.0
1997-06-01,Brussels Hoofdstedelijk Gewest,1997,6,81.6,79.7,133.0,163.0
1997-07-01,Brussels Hoofdstedelijk Gewest,1997,7,90.1,82.4,136.0,151.0
1997-08-01,Brussels Hoofdstedelijk Gewest,1997,8,95.2,82.7,381.0,400.0
1997-09-01,Brussels Hoofdstedelijk Gewest,1997,9,87.2,82.6,102.0,117.0
1997-10-01,Brussels Hoofdstedelijk Gewest,1997,10,95.5,83.9,210.0,220.0
1997-11-01,Brussels Hoofdstedelijk Gewest,1997,11,76.2,83.3,48.0,63.0
1997-12-01,Brussels Hoofdstedelijk Gewest,1997,12,77.5,82.0,100.0,129.0
1998-01-01,Brussels Hoofdstedelijk Gewest,1998,1,95.0,86.9,133.0,140.0
1998-02-01,Brussels Hoofdstedelijk Gewest,1998,2,61.8,84.5,21.0,34.0
1998-03-01,Brussels Hoofdstedelijk Gewest,1998,3,92.3,84.3,143.0,155.0
1998-04-01,Brussels Hoofdstedelijk Gewest,1998,4,93.6,85.7,102.0,109.0
1998-05-01,Brussels Hoofdstedelijk Gewest,1998,5,94.1,86.7,127.0,135.0
1998-06-01,Brussels Hoofdstedelijk Gewest,1998,6,93.4,87.7,183.0,196.0
1998-07-01,Brussels Hoofdstedelijk Gewest,1998,7,97.2,88.2,210.0,216.0
1998-08-01,Brussels Hoofdstedelijk Gewest,1998,8,86.7,87.5,98.0,113.0
1998-09-01,Brussels Hoofdstedelijk Gewest,1998,9,94.6,88.2,229.0,242.0
1998-10-01,Brussels Hoofdstedelijk Gewest,1998,10,83.8,87.2,67.0,80.0
1998-11-01,Brussels Hoofdstedelijk Gewest,1998,11,93.8,88.6,61.0,65.0
1998-12-01,Brussels Hoofdstedelijk Gewest,1998,12,87.9,89.5,29.0,33.0
1999-01-01,Brussels Hoofdstedelijk Gewest,1999,1,88.9,89.0,120.0,135.0
1999-02-01,Brussels Hoofdstedelijk Gewest,1999,2,80.0,90.5,20.0,25.0
1999-03-01,Brussels Hoofdstedelijk Gewest,1999,3,78.2,89.4,229.0,293.0
1999-04-01,Brussels Hoofdstedelijk Gewest,1999,4,91.0,89.1,191.0,210.0
1999-05-01,Brussels Hoofdstedelijk Gewest,1999,5,94.3,89.1,230.0,244.0
1999-06-01,Brussels Hoofdstedelijk Gewest,1999,6,97.8,89.5,401.0,410.0
1999-07-01,Brussels Hoofdstedelijk Gewest,1999,7,96.1,89.4,222.0,231.0
1999-08-01,Brussels Hoofdstedelijk Gewest,1999,8,97.2,90.3,247.0,254.0
1999-09-01,Brussels Hoofdstedelijk Gewest,1999,9,94.9,90.3,300.0,316.0
1999-10-01,Brussels Hoofdstedelijk Gewest,1999,10,90.7,90.9,137.0,151.0
1999-11-01,Brussels Hoofdstedelijk Gewest,1999,11,91.3,90.7,137.0,150.0
1999-12-01,Brussels Hoofdstedelijk Gewest,1999,12,92.9,91.1,158.0,170.0
2000-01-01,Brussels Hoofdstedelijk Gewest,2000,1,96.7,91.8,266.0,275.0
2000-02-01,Brussels Hoofdstedelijk Gewest,2000,2,90.2,92.6,120.0,133.0
2000-03-01,Brussels Hoofdstedelijk Gewest,2000,3,96.2,94.1,305.0,317.0
2000-04-01,Brussels Hoofdstedelijk Gewest,2000,4,98.4,94.7,316.0,321.0
2000-05-01,Brussels Hoofdstedelijk Gewest,2000,5,93.4,94.6,268.0,287.0
2000-06-01,Brussels Hoofdstedelijk Gewest,2000,6,88.4,93.9,99.0,112.0
2000-07-01,Brussels Hoofdstedelijk Gewest,2000,7,81.0,92.6,47.0,58.0
2000-08-01,Brussels Hoofdstedelijk Gewest,2000,8,95.6,92.5,348.0,364.0
2000-09-01,Brussels Hoofdstedelijk Gewest,2000,9,91.7,92.2,176.0,192.0
2000-10-01,Brussels Hoofdstedelijk Gewest,2000,10,83.8,91.6,93.0,111.0
2000-11-01,Brussels Hoofdstedelijk Gewest,2000,11,56.0,88.7,28.0,50.0
2000-12-01,Brussels Hoofdstedelijk Gewest,2000,12,90.5,88.5,86.0,95.0
2001-01-01,Brussels Hoofdstedelijk Gewest,2001,1,93.4,88.2,226.0,242.0
2001-02-01,Brussels Hoofdstedelijk Gewest,2001,2,90.9,88.3,130.0,143.0
2001-03-01,Brussels Hoofdstedelijk Gewest,2001,3,83.6,87.2,102.0,122.0
2001-04-01,Brussels Hoofdstedelijk Gewest,2001,4,85.0,86.1,125.0,147.0
2001-05-01,Brussels Hoofdstedelijk Gewest,2001,5,81.5,85.1,145.0,178.0
2001-06-01,Brussels Hoofdstedelijk Gewest,2001,6,91.0,85.3,183.0,201.0
2001-07-01,Brussels Hoofdstedelijk Gewest,2001,7,93.9,86.4,124.0,132.0
2001-08-01,Brussels Hoofdstedelijk Gewest,2001,8,88.0,85.8,322.0,366.0
2001-09-01,Brussels Hoofdstedelijk Gewest,2001,9,91.8,85.8,146.0,159.0
2001-10-01,Brussels Hoofdstedelijk Gewest,2001,10,83.1,85.7,49.0,59.0
2001-11-01,Brussels Hoofdstedelijk Gewest,2001,11,97.9,89.2,140.0,143.0
2001-12-01,Brussels Hoofdstedelijk Gewest,2001,12,91.5,89.3,162.0,177.0
2002-01-01,Brussels Hoofdstedelijk Gewest,2002,1,91.0,89.1,81.0,89.0
2002-02-01,Brussels Hoofdstedelijk Gewest,2002,2,97.0,89.6,227.0,234.0
2002-03-01,Brussels Hoofdstedelijk Gewest,2002,3,73.5,88.8,25.0,34.0
2002-04-01,Brussels Hoofdstedelijk Gewest,2002,4,99.0,89.9,393.0,397.0
2002-05-01,Brussels Hoofdstedelijk Gewest,2002,5,93.1,90.9,67.0,72.0
2002-06-01,Brussels Hoofdstedelijk Gewest,2002,6,75.9,89.6,123.0,162.0
2002-07-01,Brussels Hoofdstedelijk Gewest,2002,7,94.4,89.7,236.0,250.0
2002-08-01,Brussels Hoofdstedelijk Gewest,2002,8,96.0,90.4,120.0,125.0
2002-09-01,Brussels Hoofdstedelijk Gewest,2002,9,91.2,90.3,125.0,137.0
2002-10-01,Brussels Hoofdstedelijk Gewest,2002,10,79.4,90.0,50.0,63.0
2002-11-01,Brussels Hoofdstedelijk Gewest,2002,11,87.8,89.1,216.0,246.0
2002-12-01,Brussels Hoofdstedelijk Gewest,2002,12,95.6,89.5,285.0,298.0
2003-01-01,Brussels Hoofdstedelijk Gewest,2003,1,96.5,90.0,279.0,289.0
2003-02-01,Brussels Hoofdstedelijk Gewest,2003,2,81.4,88.6,215.0,264.0
2003-03-01,Brussels Hoofdstedelijk Gewest,2003,3,80.4,89.2,119.0,148.0
2003-04-01,Brussels Hoofdstedelijk Gewest,2003,4,92.0,88.6,393.0,427.0
2003-05-01,Brussels Hoofdstedelijk Gewest,2003,5,80.5,87.6,66.0,82.0
2003-06-01,Brussels Hoofdstedelijk Gewest,2003,6,97.3,89.4,366.0,376.0
2003-07-01,Brussels Hoofdstedelijk Gewest,2003,7,84.0,88.5,163.0,194.0
2003-08-01,Brussels Hoofdstedelijk Gewest,2003,8,92.9,88.2,143.0,154.0
2003-09-01,Brussels Hoofdstedelijk Gewest,2003,9,85.0,87.7,136.0,160.0
2003-10-01,Brussels Hoofdstedelijk Gewest,2003,10,93.4,88.9,338.0,362.0
2003-11-01,Brussels Hoofdstedelijk Gewest,2003,11,92.5,89.3,184.0,199.0
2003-12-01,Brussels Hoofdstedelijk Gewest,2003,12,85.1,88.4,74.0,87.0
2004-01-01,Brussels Hoofdstedelijk Gewest,2004,1,88.4,87.7,260.0,294.0
2004-02-01,Brussels Hoofdstedelijk Gewest,2004,2,97.6,89.1,288.0,295.0
2004-03-01,Brussels Hoofdstedelijk Gewest,2004,3,93.7,90.2,358.0,382.0
2004-04-01,Brussels Hoofdstedelijk Gewest,2004,4,86.7,89.8,183.0,211.0
2004-05-01,Brussels Hoofdstedelijk Gewest,2004,5,84.4,90.1,103.0,122.0
2004-06-01,Brussels Hoofdstedelijk Gewest,2004,6,77.8,88.5,207.0,266.0
2004-07-01,Brussels Hoofdstedelijk Gewest,2004,7,86.5,88.7,173.0,200.0
2004-08-01,Brussels Hoofdstedelijk Gewest,2004,8,83.1,87.9,108.0,130.0
2004-09-01,Brussels Hoofdstedelijk Gewest,2004,9,97.2,88.9,137.0,141.0
2004-10-01,Brussels Hoofdstedelijk Gewest,2004,10,94.5,89.0,154.0,163.0
2004-11-01,Brussels Hoofdstedelijk Gewest,2004,11,99.1,89.5,428.0,432.0
2004-12-01,Brussels Hoofdstedelijk Gewest,2004,12,96.2,90.4,200.0,208.0
2005-01-01,Brussels Hoofdstedelijk Gewest,2005,1,96.5,91.1,359.0,372.0
2005-02-01,Brussels Hoofdstedelijk Gewest,2005,2,83.3,89.9,155.0,186.0
2005-03-01,Brussels Hoofdstedelijk Gewest,2005,3,85.0,89.2,227.0,267.0
2005-04-01,Brussels Hoofdstedelijk Gewest,2005,4,97.5,90.1,465.0,477.0
2005-05-01,Brussels Hoofdstedelijk Gewest,2005,5,96.2,91.1,275.0,286.0
2005-06-01,Brussels Hoofdstedelijk Gewest,2005,6,96.6,92.6,281.0,291.0
2005-07-01,Brussels Hoofdstedelijk Gewest,2005,7,96.0,93.4,192.0,200.0
2005-08-01,Brussels Hoofdstedelijk Gewest,2005,8,90.8,94.1,157.0,173.0
2005-09-01,Brussels Hoofdstedelijk Gewest,2005,9,97.9,94.1,329.0,336.0
2005-10-01,Brussels Hoofdstedelijk Gewest,2005,10,87.0,93.5,87.0,100.0
2005-11-01,Brussels Hoofdstedelijk Gewest,2005,11,97.6,93.4,161.0,165.0
2005-12-01,Brussels Hoofdstedelijk Gewest,2005,12,96.9,93.4,155.0,160.0
2006-01-01,Brussels Hoofdstedelijk Gewest,2006,1,96.7,93.5,205.0,212.0
2006-02-01,Brussels Hoofdstedelijk Gewest,2006,2,95.5,94.5,147.0,154.0
2006-03-01,Brussels Hoofdstedelijk Gewest,2006,3,93.2,95.2,109.0,117.0
2006-04-01,Brussels Hoofdstedelijk Gewest,2006,4,96.1,95.0,221.0,230.0
2006-05-01,Brussels Hoofdstedelijk Gewest,2006,5,88.8,94.4,166.0,187.0
2006-06-01,Brussels Hoofdstedelijk Gewest,2006,6,95.7,94.4,243.0,254.0
2006-07-01,Brussels Hoofdstedelijk Gewest,2006,7,97.6,94.5,371.0,380.0
2006-08-01,Brussels Hoofdstedelijk Gewest,2006,8,92.0,94.6,185.0,201.0
2006-09-01,Brussels Hoofdstedelijk Gewest,2006,9,97.6,94.6,527.0,540.0
2006-10-01,Brussels Hoofdstedelijk Gewest,2006,10,98.8,95.5,557.0,564.0
2006-11-01,Brussels Hoofdstedelijk Gewest,2006,11,96.2,95.4,350.0,364.0
2006-12-01,Brussels Hoofdstedelijk Gewest,2006,12,98.7,95.6,448.0,454.0
2007-01-01,Brussels Hoofdstedelijk Gewest,2007,1,95.8,95.5,228.0,238.0
2007-02-01,Brussels Hoofdstedelijk Gewest,2007,2,82.7,94.4,91.0,110.0
2007-03-01,Brussels Hoofdstedelijk Gewest,2007,3,97.1,94.8,133.0,137.0
2007-04-01,Brussels Hoofdstedelijk Gewest,2007,4,88.7,94.1,47.0,53.0
2007-05-01,Brussels Hoofdstedelijk Gewest,2007,5,95.7,94.7,154.0,161.0
2007-06-01,Brussels Hoofdstedelijk Gewest,2007,6,96.0,94.7,217.0,226.0
2007-07-01,Brussels Hoofdstedelijk Gewest,2007,7,95.8,94.6,161.0,168.0
2007-08-01,Brussels Hoofdstedelijk Gewest,2007,8,97.2,95.0,138.0,142.0
2007-09-01,Brussels Hoofdstedelijk Gewest,2007,9,97.6,95.0,323.0,331.0
2007-10-01,Brussels Hoofdstedelijk Gewest,2007,10,98.9,95.0,518.0,524.0
2007-11-01,Brussels Hoofdstedelijk Gewest,2007,11,98.4,95.2,244.0,248.0
2007-12-01,Brussels Hoofdstedelijk Gewest,2007,12,97.7,95.1,213.0,218.0
2008-01-01,Brussels Hoofdstedelijk Gewest,2008,1,93.2,94.9,247.0,265.0
2008-02-01,Brussels Hoofdstedelijk Gewest,2008,2,95.4,96.0,206.0,216.0
2008-03-01,Brussels Hoofdstedelijk Gewest,2008,3,91.8,95.5,168.0,183.0
2008-04-01,Brussels Hoofdstedelijk Gewest,2008,4,75.0,94.4,36.0,48.0
2008-05-01,Brussels Hoofdstedelijk Gewest,2008,5,91.3,94.0,115.0,126.0
2008-06-01,Brussels Hoofdstedelijk Gewest,2008,6,91.3,93.6,252.0,276.0
2008-07-01,Brussels Hoofdstedelijk Gewest,2008,7,90.8,93.2,227.0,250.0
2008-08-01,Brussels Hoofdstedelijk Gewest,2008,8,84.6,92.2,126.0,149.0
2008-09-01,Brussels Hoofdstedelijk Gewest,2008,9,97.3,92.1,177.0,182.0
2008-10-01,Brussels Hoofdstedelijk Gewest,2008,10,92.9,91.6,130.0,140.0
2008-11-01,Brussels Hoofdstedelijk Gewest,2008,11,97.4,91.6,223.0,229.0
2008-12-01,Brussels Hoofdstedelijk Gewest,2008,12,98.9,91.7,743.0,751.0
2009-01-01,Brussels Hoofdstedelijk Gewest,2009,1,57.8,88.7,26.0,45.0
2009-02-01,Brussels Hoofdstedelijk Gewest,2009,2,98.3,89.0,232.0,236.0
2009-03-01,Brussels Hoofdstedelijk Gewest,2009,3,93.3,89.1,154.0,165.0
2009-04-01,Brussels Hoofdstedelijk Gewest,2009,4,99.0,91.1,413.0,417.0
2009-05-01,Brussels Hoofdstedelijk Gewest,2009,5,97.0,91.5,358.0,369.0
2009-06-01,Brussels Hoofdstedelijk Gewest,2009,6,92.8,91.7,181.0,195.0
2009-07-01,Brussels Hoofdstedelijk Gewest,2009,7,94.5,92.0,189.0,200.0
2009-08-01,Brussels Hoofdstedelijk Gewest,2009,8,99.1,93.2,523.0,528.0
2009-09-01,Brussels Hoofdstedelijk Gewest,2009,9,93.8,92.9,303.0,323.0
2009-10-01,Brussels Hoofdstedelijk Gewest,2009,10,72.4,91.2,21.0,29.0
2009-11-01,Brussels Hoofdstedelijk Gewest,2009,11,85.7,90.2,54.0,63.0
2009-12-01,Brussels Hoofdstedelijk Gewest,2009,12,72.2,88.0,26.0,36.0
2010-01-01,Brussels Hoofdstedelijk Gewest,2010,1,91.8,90.8,67.0,73.0
2010-02-01,Brussels Hoofdstedelijk Gewest,2010,2,94.1,90.5,159.0,169.0
2010-03-01,Brussels Hoofdstedelijk Gewest,2010,3,96.9,90.8,315.0,325.0
2010-04-01,Brussels Hoofdstedelijk Gewest,2010,4,95.8,90.5,252.0,263.0
2010-05-01,Brussels Hoofdstedelijk Gewest,2010,5,93.7,90.2,89.0,95.0
2010-06-01,Brussels Hoofdstedelijk Gewest,2010,6,90.8,90.1,157.0,173.0
2010-07-01,Brussels Hoofdstedelijk Gewest,2010,7,96.7,90.2,234.0,242.0
2010-08-01,Brussels Hoofdstedelijk Gewest,2010,8,86.2,89.2,25.0,29.0
2010-09-01,Brussels Hoofdstedelijk Gewest,2010,9,96.9,89.4,572.0,590.0
2010-10-01,Brussels Hoofdstedelijk Gewest,2010,10,96.1,91.4,394.0,410.0
2010-11-01,Brussels Hoofdstedelijk Gewest,2010,11,91.2,91.9,125.0,137.0
2010-12-01,Brussels Hoofdstedelijk Gewest,2010,12,96.1,93.9,149.0,155.0
2011-01-01,Brussels Hoofdstedelijk Gewest,2011,1,87.0,93.5,47.0,54.0
2011-02-01,Brussels Hoofdstedelijk Gewest,2011,2,92.2,93.3,94.0,102.0
2011-03-01,Brussels Hoofdstedelijk Gewest,2011,3,91.4,92.8,74.0,81.0
2011-04-01,Brussels Hoofdstedelijk Gewest,2011,4,90.6,92.4,87.0,96.0
2011-05-01,Brussels Hoofdstedelijk Gewest,2011,5,97.8,92.8,352.0,360.0
2011-06-01,Brussels Hoofdstedelijk Gewest,2011,6,98.0,93.4,198.0,202.0
2011-07-01,Brussels Hoofdstedelijk Gewest,2011,7,98.9,93.5,182.0,184.0
2011-08-01,Brussels Hoofdstedelijk Gewest,2011,8,96.6,94.4,143.0,148.0
2011-09-01,Brussels Hoofdstedelijk Gewest,2011,9,95.5,94.3,300.0,314.0
2011-10-01,Brussels Hoofdstedelijk Gewest,2011,10,77.8,92.8,21.0,27.0
2011-11-01,Brussels Hoofdstedelijk Gewest,2011,11,96.4,93.2,348.0,361.0
2011-12-01,Brussels Hoofdstedelijk Gewest,2011,12,99.6,93.5,238.0,239.0
2012-01-01,Brussels Hoofdstedelijk Gewest,2012,1,87.7,93.5,100.0,114.0
2012-02-01,Brussels Hoofdstedelijk Gewest,2012,2,70.0,91.7,28.0,40.0
2012-03-01,Brussels Hoofdstedelijk Gewest,2012,3,93.6,91.9,102.0,109.0
2012-04-01,Brussels Hoofdstedelijk Gewest,2012,4,96.0,92.3,216.0,225.0
2012-05-01,Brussels Hoofdstedelijk Gewest,2012,5,94.5,92.0,120.0,127.0
2012-06-01,Brussels Hoofdstedelijk Gewest,2012,6,94.4,91.8,136.0,144.0
2012-07-01,Brussels Hoofdstedelijk Gewest,2012,7,84.7,90.6,72.0,85.0
2012-08-01,Brussels Hoofdstedelijk Gewest,2012,8,81.1,89.3,30.0,37.0
2012-09-01,Brussels Hoofdstedelijk Gewest,2012,9,96.3,89.3,129.0,134.0
2012-10-01,Brussels Hoofdstedelijk Gewest,2012,10,97.1,91.0,135.0,139.0
2012-11-01,Brussels Hoofdstedelijk Gewest,2012,11,89.1,90.3,49.0,55.0
2012-12-01,Brussels Hoofdstedelijk Gewest,2012,12,78.9,88.6,97.0,123.0
2013-01-01,Brussels Hoofdstedelijk Gewest,2013,1,92.3,89.0,169.0,183.0
2013-02-01,Brussels Hoofdstedelijk Gewest,2013,2,99.1,91.4,325.0,328.0
2013-03-01,Brussels Hoofdstedelijk Gewest,2013,3,84.5,90.7,60.0,71.0
2013-04-01,Brussels Hoofdstedelijk Gewest,2013,4,91.4,90.3,74.0,81.0
2013-05-01,Brussels Hoofdstedelijk Gewest,2013,5,99.0,90.7,506.0,511.0
2013-06-01,Brussels Hoofdstedelijk Gewest,2013,6,88.5,90.2,138.0,156.0
2013-07-01,Brussels Hoofdstedelijk Gewest,2013,7,84.6,90.2,110.0,130.0
2013-08-01,Brussels Hoofdstedelijk Gewest,2013,8,72.0,89.4,18.0,25.0
2013-09-01,Brussels Hoofdstedelijk Gewest,2013,9,90.7,88.9,136.0,150.0
2013-10-01,Brussels Hoofdstedelijk Gewest,2013,10,97.9,89.0,279.0,285.0
2013-11-01,Brussels Hoofdstedelijk Gewest,2013,11,84.6,88.6,22.0,26.0
2013-12-01,Brussels Hoofdstedelijk Gewest,2013,12,96.4,90.1,480.0,498.0
2014-01-01,Brussels Hoofdstedelijk Gewest,2014,1,84.7,89.5,183.0,216.0
2014-02-01,Brussels Hoofdstedelijk Gewest,2014,2,83.6,88.2,56.0,67.0
2014-03-01,Brussels Hoofdstedelijk Gewest,2014,3,88.6,88.5,93.0,105.0
2014-04-01,Brussels Hoofdstedelijk Gewest,2014,4,96.8,89.0,451.0,466.0
2014-05-01,Brussels Hoofdstedelijk Gewest,2014,5,92.1,88.4,116.0,126.0
2014-06-01,Brussels Hoofdstedelijk Gewest,2014,6,97.2,89.1,246.0,253.0
2014-07-01,Brussels Hoofdstedelijk Gewest,2014,7,98.5,90.3,803.0,815.0
2014-08-01,Brussels Hoofdstedelijk Gewest,2014,8,85.7,91.4,48.0,56.0
2014-09-01,Brussels Hoofdstedelijk Gewest,2014,9,93.9,91.7,108.0,115.0
2014-10-01,Brussels Hoofdstedelijk Gewest,2014,10,94.5,91.4,69.0,73.0
2014-11-01,Brussels Hoofdstedelijk Gewest,2014,11,97.0,92.4,131.0,135.0
2014-12-01,Brussels Hoofdstedelijk Gewest,2014,12,96.9,92.5,186.0,192.0
2015-01-01,Brussels Hoofdstedelijk Gewest,2015,1,62.5,90.6,20.0,32.0
2015-02-01,Brussels Hoofdstedelijk Gewest,2015,2,90.2,91.2,46.0,51.0
2015-03-01,Brussels Hoofdstedelijk Gewest,2015,3,79.7,90.4,55.0,69.0
2015-04-01,Brussels Hoofdstedelijk Gewest,2015,4,95.2,90.3,140.0,147.0
2015-05-01,Brussels Hoofdstedelijk Gewest,2015,5,95.1,90.5,77.0,81.0
2015-06-01,Brussels Hoofdstedelijk Gewest,2015,6,98.3,90.6,506.0,515.0
2015-07-01,Brussels Hoofdstedelijk Gewest,2015,7,89.7,89.9,131.0,146.0
2015-08-01,Brussels Hoofdstedelijk Gewest,2015,8,89.0,90.2,121.0,136.0
2015-09-01,Brussels Hoofdstedelijk Gewest,2015,9,95.4,90.3,166.0,174.0
2015-10-01,Brussels Hoofdstedelijk Gewest,2015,10,34.6,85.3,9.0,26.0
2015-11-01,Brussels Hoofdstedelijk Gewest,2015,11,97.2,85.3,138.0,142.0
2015-12-01,Brussels Hoofdstedelijk Gewest,2015,12,96.9,85.3,62.0,64.0
2016-01-01,Brussels Hoofdstedelijk Gewest,2016,1,82.4,87.0,56.0,68.0
2016-02-01,Brussels Hoofdstedelijk Gewest,2016,2,65.1,84.9,28.0,43.0
2016-03-01,Brussels Hoofdstedelijk Gewest,2016,3,95.0,86.2,323.0,340.0
2016-04-01,Brussels Hoofdstedelijk Gewest,2016,4,90.0,85.7,72.0,80.0
2016-05-01,Brussels Hoofdstedelijk Gewest,2016,5,81.8,84.6,36.0,44.0
2016-06-01,Brussels Hoofdstedelijk Gewest,2016,6,81.2,83.2,39.0,48.0
2016-07-01,Brussels Hoofdstedelijk Gewest,2016,7,90.0,83.2,108.0,120.0
2016-08-01,Brussels Hoofdstedelijk Gewest,2016,8,97.6,83.9,80.0,82.0
2016-09-01,Brussels Hoofdstedelijk Gewest,2016,9,84.0,83.0,21.0,25.0
2016-10-01,Brussels Hoofdstedelijk Gewest,2016,10,91.0,87.7,101.0,111.0
2016-11-01,Brussels Hoofdstedelijk Gewest,2016,11,95.2,87.5,100.0,105.0
