refnis_code,gemeente_naam_nl,gemeente_naam_fr,jaar,periode,nieuwbouw_gebouwen_wonen,nieuwbouw_woningen_totaal,nieuwbouw_appartementen,nieuwbouw_eengezinswoningen,nieuwbouw_oppervlakte_wonen_m2,renovatie_gebouwen_wonen,nieuwbouw_gebouwen_bedrijven,nieuwbouw_volume_bedrijven_m3,renovatie_gebouwen_bedrijven,code_land,code_gewest,code_provincie,code_arrondissement,code_gemeente,geografisch_niveau
24094,ROTSELAAR,ROTSELAAR,2024,11,3,3,0,3,640,9,0,0,2,1000,2000,20001,24000,24094,5
24094,ROTSELAAR,ROTSELAAR,2024,12,14,14,0,14,2100,3,1,85,0,1000,2000,20001,24000,24094,5
24094,ROTSELAAR,ROTSELAAR,2025,1,6,6,0,6,1437,1,0,0,1,1000,2000,20001,24000,24094,5
24094,ROTSELAAR,ROTSELAAR,2025,2,3,3,0,3,480,5,0,0,1,1000,2000,20001,24000,24094,5
24094,ROTSELAAR,ROTSELAAR,2025,3,9,13,6,7,1867,3,0,0,0,1000,2000,20001,24000,24094,5
24094,ROTSELAAR,ROTSELAAR,2025,4,2,2,0,2,1328,0,1,1314,0,1000,2000,20001,24000,24094,5
24094,ROTSELAAR,ROTSELAAR,2025,5,1,1,0,1,246,1,0,0,0,1000,2000,20001,24000,24094,5
24094,ROTSELAAR,ROTSELAAR,2025,6,8,8,0,8,1669,4,2,1583,0,1000,2000,20001,24000,24094,5
24104,TERVUREN,TERVUREN,1996,0,60,66,10,56,18997,49,3,1511,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,1,5,5,0,5,1290,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,2,10,11,2,9,3373,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,3,6,6,0,6,1653,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,4,6,7,2,5,2745,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,5,5,5,0,5,1727,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,6,6,6,0,6,1831,7,1,131,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,7,8,12,6,6,2302,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,8,6,6,0,6,1892,4,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,9,0,0,0,0,,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,10,3,3,0,3,912,6,1,45,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,11,1,1,0,1,203,2,1,1335,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1996,12,4,4,0,4,1069,0,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,0,66,77,12,65,23095,56,2,606,3,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,1,1,1,0,1,214,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,2,7,18,12,6,3249,3,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,3,5,5,0,5,1872,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,4,7,7,0,7,2914,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,5,7,7,0,7,2312,10,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,6,8,8,0,8,2761,10,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,7,7,7,0,7,2232,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,8,4,4,0,4,1523,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,9,8,8,0,8,2218,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,10,4,4,0,4,1295,7,1,350,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,11,1,1,0,1,425,1,1,256,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1997,12,7,7,0,7,2080,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,0,77,124,52,72,22437,59,3,593,3,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,1,1,1,0,1,474,6,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,2,3,3,0,3,907,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,3,7,7,0,7,2724,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,4,1,1,0,1,553,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,5,0,0,0,0,,3,1,395,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,6,5,17,13,4,3292,8,1,104,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,7,39,39,0,39,4578,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,8,4,4,0,4,990,9,1,94,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,9,4,4,0,4,1429,3,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,10,4,37,36,1,4751,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,11,4,6,3,3,1227,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1998,12,5,5,0,5,1512,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,0,42,46,5,41,14831,56,4,13887,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,1,0,0,0,0,,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,2,6,6,0,6,1910,5,1,482,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,3,7,7,0,7,1397,7,1,3248,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,4,2,2,0,2,594,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,5,3,3,0,3,1376,8,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,6,3,3,0,3,789,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,7,3,7,5,2,3083,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,8,5,5,0,5,1256,8,1,5078,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,9,2,2,0,2,425,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,10,1,1,0,1,490,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,11,2,2,0,2,681,7,1,5079,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,1999,12,8,8,0,8,2830,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,0,40,51,15,36,14089,47,3,23011,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,1,3,3,0,3,541,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,2,5,5,0,5,2193,8,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,3,2,2,0,2,648,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,4,7,7,0,7,2103,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,5,3,5,3,2,1069,3,1,265,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,6,3,7,5,2,1470,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,7,3,3,0,3,903,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,8,1,1,0,1,268,4,1,22000,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,9,4,5,2,3,1753,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,10,4,4,0,4,1334,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,11,2,2,0,2,496,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2000,12,3,7,5,2,1311,3,1,746,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,0,33,36,6,30,10471,55,1,90,4,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,1,1,1,0,1,195,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,2,3,3,0,3,1243,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,3,0,0,0,0,,2,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,4,6,6,0,6,1754,11,1,90,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,5,1,1,0,1,454,0,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,6,3,3,0,3,1239,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,7,4,4,0,4,1258,9,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,8,2,2,0,2,871,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,9,4,4,0,4,1252,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,10,3,6,6,0,625,6,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,11,2,2,0,2,700,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2001,12,4,4,0,4,880,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,0,52,52,0,52,13940,53,3,5342,2,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,1,9,9,0,9,2153,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,2,1,1,0,1,110,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,3,5,5,0,5,1308,2,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,4,6,6,0,6,1190,6,1,2079,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,5,1,1,0,1,345,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,6,5,5,0,5,1650,4,1,125,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,7,7,7,0,7,2046,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,8,2,2,0,2,547,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,9,3,3,0,3,1308,10,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,10,6,6,0,6,1579,2,1,3138,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,11,3,3,0,3,1025,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2002,12,4,4,0,4,679,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,0,39,48,12,36,13232,48,2,797,3,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,1,6,6,0,6,1606,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,2,3,4,2,2,1332,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,3,5,5,0,5,1190,5,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,4,5,5,0,5,1580,2,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,5,3,3,0,3,782,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,6,1,1,0,1,263,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,7,5,5,0,5,1946,3,2,797,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,8,3,3,0,3,803,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,9,1,1,0,1,277,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,10,3,9,7,2,1642,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,11,3,5,3,2,1627,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2003,12,1,1,0,1,184,4,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,0,33,36,4,32,11608,14,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,1,5,5,0,5,2067,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,2,3,3,0,3,1068,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,3,3,3,0,3,922,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,4,7,10,4,6,2483,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,5,2,2,0,2,1004,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,6,4,4,0,4,1494,0,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,7,1,1,0,1,408,0,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,8,2,2,0,2,414,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,9,2,2,0,2,575,0,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,10,1,1,0,1,395,0,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,11,2,2,0,2,441,0,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2004,12,1,1,0,1,337,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,0,100,124,28,96,33758,60,1,168,2,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,1,8,9,2,7,2236,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,2,11,11,0,11,2588,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,3,12,12,0,12,3338,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,4,11,11,0,11,3029,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,5,17,38,23,15,9465,8,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,6,4,4,0,4,1010,6,1,168,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,7,9,11,3,8,2191,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,8,8,8,0,8,2553,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,9,5,5,0,5,1796,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,10,6,6,0,6,2210,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,11,5,5,0,5,1811,5,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2005,12,4,4,0,4,1531,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,0,57,67,13,54,19961,73,0,0,5,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,1,8,8,0,8,2664,4,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,2,10,14,5,9,3461,11,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,3,1,3,3,0,971,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,4,8,8,0,8,2674,4,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,5,4,4,0,4,1236,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,6,0,0,0,0,,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,7,4,8,5,3,2598,4,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,8,5,5,0,5,1242,5,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,9,2,2,0,2,666,11,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,10,5,5,0,5,1616,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,11,2,2,0,2,694,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2006,12,8,8,0,8,2139,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,0,53,64,16,48,18672,103,3,3108,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,1,3,3,0,3,1130,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,2,2,2,0,2,826,9,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,3,5,5,0,5,2197,9,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,4,6,9,4,5,3222,11,1,93,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,5,3,3,0,3,910,10,1,81,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,6,2,2,0,2,432,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,7,4,7,4,3,1564,7,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,8,3,4,2,2,725,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,9,7,8,2,6,1831,8,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,10,7,7,0,7,1979,20,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,11,5,8,4,4,1950,7,1,2934,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2007,12,6,6,0,6,1906,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,0,33,49,20,29,13247,69,4,22357,6,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,1,2,2,0,2,680,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,2,3,3,0,3,1384,9,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,3,2,2,0,2,727,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,4,7,14,8,6,2889,6,1,14847,2,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,5,3,3,0,3,962,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,6,2,7,6,1,1243,6,2,1331,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,7,3,3,0,3,1344,5,1,6179,2,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,8,0,0,0,0,,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,9,1,1,0,1,439,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,10,6,6,0,6,2511,8,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,11,0,0,0,0,,0,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2008,12,4,8,6,2,1068,9,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,0,49,61,19,42,13522,64,3,555,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,1,3,6,5,1,884,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,2,1,1,0,1,423,8,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,3,2,2,0,2,458,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,4,5,7,4,3,1168,3,1,146,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,5,2,2,0,2,594,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,6,13,19,8,11,3395,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,7,4,4,0,4,1187,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,8,2,2,0,2,584,9,1,322,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,9,1,1,0,1,183,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,10,3,3,0,3,959,11,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,11,10,11,2,9,3047,5,1,87,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2009,12,3,3,0,3,640,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,0,53,98,54,44,22221,67,3,3111,2,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,1,6,6,0,6,1587,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,2,8,8,0,8,2459,6,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,3,3,3,0,3,788,8,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,4,5,6,2,4,1579,5,1,48,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,5,5,6,2,4,1454,7,1,129,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,6,5,12,8,4,2079,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,7,6,15,12,3,3135,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,8,6,6,0,6,2403,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,9,2,13,12,1,2608,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,10,2,2,0,2,704,10,1,2934,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,11,3,4,2,2,1151,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2010,12,2,17,16,1,2274,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,0,45,46,2,44,14548,71,2,3021,2,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,1,7,7,0,7,2028,9,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,2,6,6,0,6,1833,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,3,2,2,0,2,453,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,4,3,3,0,3,1073,2,1,142,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,5,2,2,0,2,1024,8,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,6,4,5,2,3,1195,9,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,7,6,6,0,6,1710,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,8,3,3,0,3,1070,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,9,2,2,0,2,917,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,10,4,4,0,4,1065,5,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,11,6,6,0,6,2180,9,1,2879,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2011,12,0,0,0,0,,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,0,40,97,61,36,25380,75,2,345,3,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,1,5,5,0,5,1354,6,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,2,4,5,2,3,1076,5,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,3,1,1,0,1,269,4,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,4,5,61,59,2,12612,9,1,216,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,5,2,2,0,2,861,9,1,129,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,6,4,4,0,4,1586,7,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,7,0,0,0,0,,2,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,8,7,7,0,7,2591,8,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,9,2,2,0,2,822,4,0,0,1,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,10,1,1,0,1,368,10,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,11,7,7,0,7,2878,8,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2012,12,2,2,0,2,963,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,0,44,83,46,37,18375,63,3,196,2,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,1,4,4,0,4,1682,10,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,2,1,1,0,1,180,6,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,3,3,3,0,3,928,4,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,4,2,2,0,2,706,6,1,70,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,5,6,7,2,5,2158,7,1,76,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,6,1,1,0,1,256,1,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,7,6,26,23,3,4066,3,0,0,0,1000,2000,20001,24000,24104,5
24104,TERVUREN,TERVUREN,2013,8,2,5,4,1,878,4,0,0,0,1000,2000,20001,24000,24104,5
