refnis_code,gemeente_naam_nl,gemeente_naam_fr,jaar,periode,nieuwbouw_gebouwen_wonen,nieuwbouw_woningen_totaal,nieuwbouw_appartementen,nieuwbouw_eengezinswoningen,nieuwbouw_oppervlakte_wonen_m2,renovatie_gebouwen_wonen,nieuwbouw_gebouwen_bedrijven,nieuwbouw_volume_bedrijven_m3,renovatie_gebouwen_bedrijven,code_land,code_gewest,code_provincie,code_arrondissement,code_gemeente,geografisch_niveau
1000,BELGIE,BELGIQUE,1996,0,33774,48524,16893,31631,9533421,21971,7238,41228502,5610,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,1,2311,3222,1042,2180,660293,1353,556,2708000,395,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,2,2670,3454,933,2521,699749,1655,568,2376092,451,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,3,3002,4525,1723,2802,872115,1718,593,3140154,447,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,4,3237,4186,1110,3076,900475,1990,696,4301553,487,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,5,3093,4753,1883,2870,931880,1909,624,2601746,432,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,6,3310,5022,1918,3104,951900,2199,681,4290796,531,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,7,3880,4939,1265,3674,940893,2240,653,4532655,548,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,8,2388,3542,1311,2231,707022,1951,600,3127910,451,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,9,2703,4062,1542,2520,788880,2091,633,4130339,513,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,10,2621,3735,1307,2428,744064,1935,624,4405454,529,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,11,2098,3335,1385,1950,613884,1426,530,2238275,377,1000,,,,,1
1000,BELGIE,BELGIQUE,1996,12,2461,3749,1474,2275,722266,1504,480,3375528,449,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,0,34457,49927,17801,32126,9836147,21627,6737,39752035,5334,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,1,2179,3009,961,2048,579221,1221,476,2204241,365,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,2,2215,3153,1115,2038,648218,1412,504,2278560,400,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,3,2448,3818,1534,2284,730306,1558,548,3437767,406,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,4,2912,4048,1296,2752,833102,1910,548,2710655,401,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,5,2458,3350,1045,2305,696432,1674,465,2758012,446,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,6,3384,4404,1218,3186,926841,2250,658,3743281,523,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,7,3086,4191,1318,2873,859151,2202,642,3877399,503,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,8,2409,3458,1193,2265,664440,1818,536,4398332,409,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,9,2955,4788,2046,2742,904225,2078,638,4882278,493,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,10,2729,4168,1632,2536,806291,2049,599,3188295,521,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,11,2672,3890,1400,2490,778972,1605,565,3448257,424,1000,,,,,1
1000,BELGIE,BELGIQUE,1997,12,5010,7650,3043,4607,1408948,1850,558,2824958,443,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,0,24987,37893,14813,23080,7751687,23460,6920,44522522,5554,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,1,1099,1792,790,1002,380817,1322,393,2481536,298,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,2,1653,2306,784,1522,512417,1702,540,2804999,459,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,3,2386,3689,1511,2178,759041,2288,649,3661865,534,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,4,2160,3350,1355,1995,702869,2039,569,5424200,427,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,5,2225,3123,1055,2068,650347,2014,611,2800550,447,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,6,2955,4381,1622,2759,870837,2546,691,3784093,563,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,7,2309,3616,1482,2134,723722,2121,607,4703952,495,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,8,2153,3537,1544,1993,688042,2085,580,3689728,477,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,9,2105,3507,1580,1927,682258,1987,597,4960222,460,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,10,2014,2863,1004,1859,592241,1787,574,3816604,433,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,11,1889,2688,943,1745,559087,1788,555,3225910,480,1000,,,,,1
1000,BELGIE,BELGIQUE,1998,12,2039,3041,1143,1898,630009,1781,554,3168863,481,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,0,29388,45720,18537,27183,9436164,25930,7228,51875565,6324,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,1,1920,3119,1350,1769,668445,1489,444,2815268,355,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,2,2218,3102,1054,2048,664518,1781,491,4441593,466,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,3,3031,4602,1762,2840,959786,2436,692,4915370,613,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,4,2375,3466,1256,2210,724314,2228,620,5140184,494,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,5,2446,3748,1484,2264,771523,2289,584,3177367,514,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,6,2916,4541,1824,2717,965184,2709,702,3902893,597,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,7,2434,3650,1380,2270,757151,2302,598,3691871,535,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,8,2540,4274,1955,2319,858469,2384,703,5303444,567,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,9,2349,3827,1680,2147,782446,2166,637,4261310,573,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,10,2310,3778,1647,2131,739508,2175,582,4947435,570,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,11,2189,3453,1433,2020,685726,1892,544,3583522,467,1000,,,,,1
1000,BELGIE,BELGIQUE,1999,12,2660,4160,1712,2448,859094,2079,631,5695308,573,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,0,26604,42913,18471,24442,8812912,25719,6396,47623582,6158,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,1,2194,3595,1575,2020,752944,1937,521,3317424,481,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,2,2419,3914,1718,2196,808301,2294,501,3740931,527,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,3,2742,4159,1619,2540,865295,2273,518,4079942,502,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,4,2137,3676,1707,1969,757289,2212,547,4083145,534,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,5,2710,3794,1258,2536,835384,2577,629,3767921,522,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,6,2173,3446,1468,1978,724960,2455,572,3768024,573,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,7,2363,3504,1323,2181,715750,2093,582,4166793,550,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,8,2126,3958,2021,1937,744214,2267,574,4673857,544,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,9,1905,3353,1626,1727,707650,1923,461,2864428,487,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,10,2121,3480,1543,1937,727632,2098,576,4624711,560,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,11,1982,3097,1246,1851,584879,1795,460,3284211,465,1000,,,,,1
1000,BELGIE,BELGIQUE,2000,12,1732,2937,1367,1570,588614,1795,455,5252195,413,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,0,24825,41277,18712,22565,8494508,24355,5484,49473034,5719,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,1,2074,3389,1491,1898,690560,1807,444,3263172,458,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,2,2049,3497,1660,1837,721704,1900,488,4320247,530,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,3,2406,4404,2245,2159,862273,2263,513,4428858,525,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,4,2558,3849,1481,2368,826874,2223,468,4339067,509,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,5,2251,3734,1681,2053,785728,2407,488,3245994,474,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,6,2059,3060,1166,1894,683255,2230,536,5299938,478,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,7,2397,3507,1296,2211,714475,2258,486,5160771,512,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,8,1747,3287,1696,1591,642200,2042,460,3661146,471,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,9,1707,3215,1700,1515,647570,1873,376,5669791,457,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,10,2319,3764,1654,2110,759544,2249,503,4041891,496,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,11,1631,2734,1264,1470,593757,1618,369,3196609,402,1000,,,,,1
1000,BELGIE,BELGIQUE,2001,12,1627,2837,1378,1459,566568,1485,353,2845550,407,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,0,23805,42156,20689,21467,8318122,25159,4550,34948654,6117,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,1,1791,2766,1118,1648,576903,1769,359,2615728,411,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,2,2034,3851,2034,1817,748398,1900,400,3025769,439,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,3,1997,3289,1479,1810,681734,1953,374,2277692,441,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,4,2169,3848,1873,1975,761619,2357,430,2876728,583,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,5,2028,3348,1508,1840,687491,2246,433,3368391,494,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,6,2253,3682,1616,2066,749866,2341,418,3097146,524,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,7,2218,4058,2042,2016,802979,2525,438,3832454,585,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,8,1855,3655,2010,1645,691162,2182,389,2495879,541,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,9,2187,3811,1822,1989,694842,2193,368,3224552,555,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,10,1852,3341,1690,1651,683436,2175,386,3307105,583,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,11,1570,3032,1648,1384,564789,1727,261,2595619,471,1000,,,,,1
1000,BELGIE,BELGIQUE,2002,12,1851,3475,1849,1626,674903,1791,294,2231591,490,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,0,25203,45096,22597,22499,8985036,28717,3895,29371871,6408,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,1,1954,3353,1587,1766,643114,1876,263,1814071,497,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,2,1828,3186,1544,1642,620638,2034,293,2716503,510,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,3,2251,3902,1885,2017,783325,2410,303,2285801,596,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,4,2277,4164,2114,2050,838887,2554,326,2202921,491,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,5,2085,3499,1623,1876,713529,2612,314,1950506,520,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,6,2282,4145,2113,2032,814987,2731,332,3102329,543,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,7,2266,3796,1757,2039,812583,2682,347,2220936,543,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,8,1878,3711,2040,1671,719866,2392,290,1664486,563,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,9,2267,3949,1917,2032,759498,2597,340,3738528,567,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,10,2069,3740,1898,1842,749638,2323,371,2362765,512,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,11,1747,3244,1725,1519,641965,2072,340,2582791,460,1000,,,,,1
1000,BELGIE,BELGIQUE,2003,12,2299,4407,2394,2013,887006,2434,376,2730234,606,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,0,28331,52230,27086,25144,10035582,27977,4279,37976177,6325,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,1,2360,4814,2744,2070,900736,2252,322,3588243,470,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,2,2214,3908,1934,1974,792115,2282,364,3491745,566,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,3,2825,5250,2748,2502,1022249,2801,379,2564839,594,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,4,2355,3937,1779,2158,780301,2347,343,3408521,492,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,5,2333,4004,1909,2095,791387,2282,358,3024426,499,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,6,3016,5560,2843,2717,1042512,2858,433,2936323,628,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,7,2155,3922,2003,1919,768209,2327,344,2726889,488,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,8,2172,3759,1848,1911,745241,2501,357,2497369,589,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,9,2150,4138,2268,1870,769548,2258,385,4356522,525,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,10,2533,4634,2371,2263,894069,2027,392,2706910,540,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,11,2058,3996,2194,1802,729365,1914,308,3204200,462,1000,,,,,1
1000,BELGIE,BELGIQUE,2004,12,2160,4308,2445,1863,799850,2128,294,3470190,472,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,0,31518,59384,31608,27776,11419101,28015,4221,41130534,5988,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,1,2260,4143,2154,1989,793954,1974,300,2122464,431,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,2,2498,4429,2232,2197,828413,2037,302,2634199,465,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,3,2695,5219,2810,2409,994566,2259,400,2212815,511,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,4,2799,4929,2427,2502,951212,2550,392,5008030,540,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,5,2947,5761,3168,2593,1173473,2549,373,3033647,552,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,6,2930,5592,2994,2598,1068074,2738,379,2801649,512,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,7,2318,4163,2110,2053,834699,2228,303,2688773,413,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,8,2540,4962,2749,2213,957668,2533,324,1781764,542,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,9,2570,5208,2970,2238,1001755,2475,353,4250288,544,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,10,2669,4755,2396,2359,903331,2260,392,3787778,491,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,11,2450,4491,2340,2151,843459,2159,327,3717182,458,1000,,,,,1
1000,BELGIE,BELGIQUE,2005,12,2842,5732,3258,2474,1068497,2253,376,7091945,529,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,0,30697,61158,34555,26603,11800909,28734,4508,39262840,6073,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,1,3440,5731,2652,3079,1184951,2670,329,3061875,525,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,2,2678,5040,2728,2312,967768,2449,359,3497339,483,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,3,2981,6102,3537,2565,1125099,2620,413,2929015,528,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,4,2260,4904,2932,1972,944969,2205,338,2356741,502,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,5,2844,5369,2885,2484,1036184,2589,422,3342836,563,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,6,2546,5578,3376,2202,1044627,2706,390,3007978,537,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,7,2456,4619,2468,2151,893605,2352,370,4332471,465,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,8,2295,4731,2755,1976,928335,2478,367,2535213,528,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,9,2380,5012,2999,2013,948618,2316,406,4241618,505,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,10,2473,5229,3113,2116,1001834,2295,418,4485991,493,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,11,2062,4207,2431,1776,819043,2110,346,2612197,456,1000,,,,,1
1000,BELGIE,BELGIQUE,2006,12,2282,4636,2679,1957,905876,1944,350,2859566,488,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,0,27612,54096,30193,23903,10383058,27792,4522,50563817,5968,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,1,2355,4741,2668,2073,884050,2202,330,4239383,488,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,2,2277,4220,2229,1991,812169,2036,318,2441662,468,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,3,2553,5123,2937,2186,948617,2434,382,4524491,542,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,4,2318,4214,2201,2013,831068,2297,337,3873741,499,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,5,2205,4149,2232,1917,805387,2354,372,3516505,477,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,6,2726,5104,2706,2398,1021137,2650,422,6059158,534,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,7,2409,4301,2186,2115,839895,2555,429,4669073,528,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,8,2153,4595,2804,1791,851321,2477,426,3158272,598,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,9,1907,3833,2188,1645,766379,2268,396,4540464,474,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,10,2553,5700,3505,2195,1049621,2510,458,5454054,537,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,11,2071,4250,2475,1775,835878,2015,315,2783409,376,1000,,,,,1
1000,BELGIE,BELGIQUE,2007,12,2085,3866,2062,1804,737536,1994,337,5303605,447,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,0,27801,53106,28717,24389,10401892,28556,4778,46957207,5861,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,1,2572,4746,2505,2241,911669,2271,386,4331975,545,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,2,2468,4903,2723,2180,945449,2289,352,3015383,425,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,3,2202,4421,2514,1907,850010,2335,384,3748810,458,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,4,2801,4575,2093,2482,922916,2798,439,3462804,510,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,5,2080,4111,2313,1798,808693,2333,397,3576223,473,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,6,2637,4982,2663,2319,967265,2803,453,3681405,541,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,7,2306,4008,1934,2074,826931,2299,364,4692157,507,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,8,2156,3830,1922,1908,761221,2420,367,2621113,472,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,9,2487,4471,2275,2196,886480,2477,474,4938132,543,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,10,2143,4034,2158,1876,832367,2239,373,2788964,496,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,11,1860,4135,2545,1590,750647,1972,404,7143875,437,1000,,,,,1
1000,BELGIE,BELGIQUE,2008,12,2089,4890,3072,1818,938244,2320,385,2956366,454,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,0,24639,45867,24095,21772,9156587,27751,4427,43637091,5226,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,1,1805,3243,1662,1581,662087,2113,365,6613907,422,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,2,1761,3581,2055,1526,711000,2067,366,4292406,440,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,3,2252,4007,2008,1999,818433,2520,421,4746021,510,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,4,1971,3984,2248,1736,759762,2303,354,4121608,442,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,5,1834,3709,2107,1602,743109,2188,367,2256646,422,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,6,2531,4319,2049,2270,905851,2747,413,4139879,492,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,7,2088,3972,2114,1858,832789,2370,362,2422389,398,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,8,2368,4142,1996,2146,826656,2515,385,3161950,463,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,9,2205,4209,2253,1956,826692,2226,343,2855839,405,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,10,2108,3842,1965,1877,751914,2210,370,3794747,448,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,11,1841,3391,1791,1600,661195,2187,363,2746242,398,1000,,,,,1
1000,BELGIE,BELGIQUE,2009,12,1875,3468,1847,1621,657099,2305,318,2485457,386,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,0,27292,50545,26247,24298,9839108,28888,4753,42639202,5252,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,1,2058,3554,1719,1835,693287,2382,393,2739162,427,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,2,2144,4033,2140,1893,791646,2434,325,3529535,428,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,3,2952,5511,2860,2651,1111310,2921,403,4965159,523,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,4,3273,5251,2254,2997,1058726,2397,392,4351865,437,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,5,3339,5585,2536,3049,1098019,2536,409,2964944,447,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,6,3603,6508,3263,3245,1213969,2717,485,3786305,447,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,7,2344,5019,2980,2039,968893,2394,423,2631736,426,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,8,1630,2987,1584,1403,598071,2610,428,5501065,468,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,9,1322,2994,1862,1132,557058,2398,431,2751308,471,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,10,1524,3185,1861,1324,618597,2193,417,4270916,429,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,11,1433,2745,1480,1265,529883,1846,331,2390928,376,1000,,,,,1
1000,BELGIE,BELGIQUE,2010,12,1670,3173,1708,1465,599649,2060,316,2756279,373,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,0,23632,44360,23373,20987,8786198,27017,4593,41319119,5185,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,1,1790,3146,1559,1587,632454,2184,346,3034074,386,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,2,1738,3178,1644,1534,678548,2179,365,2017918,379,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,3,2086,3724,1860,1864,712885,2468,417,3800544,479,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,4,1814,3224,1624,1600,645968,2154,357,3835524,407,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,5,2241,4114,2104,2010,809911,2682,479,4466155,511,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,6,1943,3450,1720,1730,687283,2336,423,3425279,514,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,7,1773,2957,1367,1590,630060,2066,385,2438187,437,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,8,2144,3883,1967,1916,759385,2453,389,2510212,464,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,9,2088,4285,2468,1817,817897,2414,406,5416016,464,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,10,1805,4181,2609,1572,795179,2135,396,4648642,421,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,11,1914,3761,2048,1713,762030,1884,327,2685407,348,1000,,,,,1
1000,BELGIE,BELGIQUE,2011,12,2296,4457,2403,2054,854598,2062,303,3041161,375,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,0,24774,46813,24837,21976,9319108,26561,4536,42277754,4914,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,1,2500,4167,1900,2267,813578,2186,377,3047907,415,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,2,2210,3962,1967,1995,776922,2151,316,3441875,369,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,3,2526,5247,3020,2227,988325,2384,378,3352801,427,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,4,2249,5157,3219,1938,911054,2329,339,4181558,421,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,5,2024,3697,1888,1809,732048,2265,386,3964552,445,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,6,2091,3514,1626,1888,731661,2476,458,3359603,438,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,7,2045,3786,1976,1810,755481,2339,436,3156977,493,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,8,1882,3297,1632,1665,692741,2256,357,2598269,390,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,9,1832,3572,1947,1625,702591,2099,392,3679943,405,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,10,1964,3871,2163,1708,870430,2327,480,4896709,474,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,11,1763,3492,1947,1545,700980,1998,324,2986333,332,1000,,,,,1
1000,BELGIE,BELGIQUE,2012,12,1688,3051,1552,1499,643297,1751,293,3611227,305,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,0,23862,49141,28076,21065,9551931,27280,4461,38037050,4730,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,1,2149,3735,1785,1950,772165,2158,363,2541187,362,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,2,1823,3645,2052,1593,774527,2043,341,3846163,377,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,3,2094,4852,3051,1801,946294,2358,398,4143852,426,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,4,2145,4232,2370,1862,798422,2450,377,3600024,415,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,5,1792,3830,2219,1611,764516,2198,355,3889863,387,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,6,1997,4465,2710,1755,804884,2581,378,3054275,459,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,7,2097,4259,2392,1867,797919,2484,428,3578705,425,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,8,1796,3373,1762,1611,698280,2335,384,2503782,357,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,9,1963,4134,2411,1723,759842,2414,365,2519439,435,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,10,2044,4495,2723,1772,955064,2301,409,3559478,451,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,11,1746,3333,1798,1535,647400,1979,328,2167996,314,1000,,,,,1
1000,BELGIE,BELGIQUE,2013,12,2216,4788,2803,1985,832618,1979,335,2632286,322,1000,,,,,1
1000,BELGIE,BELGIQUE,2014,0,25553,54903,32626,22277,10094194,27444,4475,37141857,4652,1000,,,,,1
1000,BELGIE,BELGIQUE,2014,1,2976,4966,2276,2690,971309,2543,318,2572716,314,1000,,,,,1
1000,BELGIE,BELGIQUE,2014,2,3136,5565,2728,2837,1063306,2246,359,2586699,348,1000,,,,,1
1000,BELGIE,BELGIQUE,2014,3,3749,7237,3921,3316,1299820,2480,413,3676546,468,1000,,,,,1
1000,BELGIE,BELGIQUE,2014,4,3015,9266,6782,2484,1520889,2550,452,6850116,434,1000,,,,,1
1000,BELGIE,BELGIQUE,2014,5,1558,4007,2708,1299,736216,2299,375,2830256,428,1000,,,,,1
